Poll_ID,Date,Date_Start,Date_End,n,Parliament_ID,Institute_ID,Tasker_ID,Party_ID,Pct,Institute_Name,Parliament_Name,Tasker_Name,Party_Name
1109,2018-12-03,2018-11-24,2018-12-03,10041,0,16,14,3,9.5,Civey,Bundestag,Spiegel Online,FDP
1109,2018-12-03,2018-11-24,2018-12-03,10041,0,16,14,5,9.4,Civey,Bundestag,Spiegel Online,Linke
1109,2018-12-03,2018-11-24,2018-12-03,10041,0,16,14,0,3.8,Civey,Bundestag,Spiegel Online,Sonstige
1108,2018-12-01,2018-11-22,2018-11-28,1531,0,3,3,1,28,Emnid,Bundestag,BILD am Sonntag,CDU/CSU
1108,2018-12-01,2018-11-22,2018-11-28,1531,0,3,3,4,19,Emnid,Bundestag,BILD am Sonntag,Grüne
1108,2018-12-01,2018-11-22,2018-11-28,1531,0,3,3,2,15,Emnid,Bundestag,BILD am Sonntag,SPD
1108,2018-12-01,2018-11-22,2018-11-28,1531,0,3,3,7,15,Emnid,Bundestag,BILD am Sonntag,AfD
1108,2018-12-01,2018-11-22,2018-11-28,1531,0,3,3,3,9,Emnid,Bundestag,BILD am Sonntag,FDP
1108,2018-12-01,2018-11-22,2018-11-28,1531,0,3,3,5,9,Emnid,Bundestag,BILD am Sonntag,Linke
1108,2018-12-01,2018-11-22,2018-11-28,1531,0,3,3,0,5,Emnid,Bundestag,BILD am Sonntag,Sonstige
1107,2018-12-01,2018-11-26,2018-11-30,2505,0,2,63,1,27,Forsa,Bundestag,RTL / n-tv,CDU/CSU
1107,2018-12-01,2018-11-26,2018-11-30,2505,0,2,63,4,22,Forsa,Bundestag,RTL / n-tv,Grüne
1107,2018-12-01,2018-11-26,2018-11-30,2505,0,2,63,2,14,Forsa,Bundestag,RTL / n-tv,SPD
1107,2018-12-01,2018-11-26,2018-11-30,2505,0,2,63,7,14,Forsa,Bundestag,RTL / n-tv,AfD
1107,2018-12-01,2018-11-26,2018-11-30,2505,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP
1107,2018-12-01,2018-11-26,2018-11-30,2505,0,2,63,5,8,Forsa,Bundestag,RTL / n-tv,Linke
1107,2018-12-01,2018-11-26,2018-11-30,2505,0,2,63,0,6,Forsa,Bundestag,RTL / n-tv,Sonstige
1106,2018-11-30,2018-11-02,2018-11-15,1242,0,9,6,1,28,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,CDU/CSU
1106,2018-11-30,2018-11-02,2018-11-15,1242,0,9,6,4,19,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Grüne
1106,2018-11-30,2018-11-02,2018-11-15,1242,0,9,6,2,17,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,SPD
1106,2018-11-30,2018-11-02,2018-11-15,1242,0,9,6,7,13.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,AfD
1106,2018-11-30,2018-11-02,2018-11-15,1242,0,9,6,3,9.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,FDP
1106,2018-11-30,2018-11-02,2018-11-15,1242,0,9,6,5,9,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Linke
1106,2018-11-30,2018-11-02,2018-11-15,1242,0,9,6,0,4,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Sonstige
1105,2018-11-29,2018-11-27,2018-11-28,1052,0,1,1,1,28,Infratest dimap,Bundestag,ARD-Morgenmagazin,CDU/CSU
1105,2018-11-29,2018-11-27,2018-11-28,1052,0,1,1,4,21,Infratest dimap,Bundestag,ARD-Morgenmagazin,Grüne
1105,2018-11-29,2018-11-27,2018-11-28,1052,0,1,1,7,15,Infratest dimap,Bundestag,ARD-Morgenmagazin,AfD
1105,2018-11-29,2018-11-27,2018-11-28,1052,0,1,1,2,14,Infratest dimap,Bundestag,ARD-Morgenmagazin,SPD
1105,2018-11-29,2018-11-27,2018-11-28,1052,0,1,1,3,9,Infratest dimap,Bundestag,ARD-Morgenmagazin,FDP
1105,2018-11-29,2018-11-27,2018-11-28,1052,0,1,1,5,8,Infratest dimap,Bundestag,ARD-Morgenmagazin,Linke
1105,2018-11-29,2018-11-27,2018-11-28,1052,0,1,1,0,5,Infratest dimap,Bundestag,ARD-Morgenmagazin,Sonstige
1104,2018-11-28,2018-11-23,2018-11-27,1580,0,13,47,1,27,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),CDU/CSU
1104,2018-11-28,2018-11-23,2018-11-27,1580,0,13,47,4,21,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),Grüne
1104,2018-11-28,2018-11-23,2018-11-27,1580,0,13,47,2,15,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),SPD
1104,2018-11-28,2018-11-23,2018-11-27,1580,0,13,47,7,14,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),AfD
1104,2018-11-28,2018-11-23,2018-11-27,1580,0,13,47,5,10,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),Linke
1104,2018-11-28,2018-11-23,2018-11-27,1580,0,13,47,3,9,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),FDP
1104,2018-11-28,2018-11-23,2018-11-27,1580,0,13,47,0,4,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),Sonstige
1103,2018-11-27,2018-11-23,2018-11-26,2062,0,5,4,1,27.5,INSA,Bundestag,BILD,CDU/CSU
1103,2018-11-27,2018-11-23,2018-11-26,2062,0,5,4,4,19,INSA,Bundestag,BILD,Grüne
1103,2018-11-27,2018-11-23,2018-11-26,2062,0,5,4,7,16,INSA,Bundestag,BILD,AfD
1103,2018-11-27,2018-11-23,2018-11-26,2062,0,5,4,2,14,INSA,Bundestag,BILD,SPD
1103,2018-11-27,2018-11-23,2018-11-26,2062,0,5,4,5,10,INSA,Bundestag,BILD,Linke
1103,2018-11-27,2018-11-23,2018-11-26,2062,0,5,4,3,8.5,INSA,Bundestag,BILD,FDP
1103,2018-11-27,2018-11-23,2018-11-26,2062,0,5,4,0,5,INSA,Bundestag,BILD,Sonstige
1102,2018-11-25,2018-11-19,2018-11-21,1004,10,15,81,101,28,Mentefactum,Nordrhein-Westfalen (NRW),Rheinische Post / Bonner General-Anzeiger / Zeitungsverlag Aachen,CDU
1102,2018-11-25,2018-11-19,2018-11-21,1004,10,15,81,2,19,Mentefactum,Nordrhein-Westfalen (NRW),Rheinische Post / Bonner General-Anzeiger / Zeitungsverlag Aachen,SPD
1102,2018-11-25,2018-11-19,2018-11-21,1004,10,15,81,4,19,Mentefactum,Nordrhein-Westfalen (NRW),Rheinische Post / Bonner General-Anzeiger / Zeitungsverlag Aachen,Grüne
1102,2018-11-25,2018-11-19,2018-11-21,1004,10,15,81,3,11,Mentefactum,Nordrhein-Westfalen (NRW),Rheinische Post / Bonner General-Anzeiger / Zeitungsverlag Aachen,FDP
1102,2018-11-25,2018-11-19,2018-11-21,1004,10,15,81,7,11,Mentefactum,Nordrhein-Westfalen (NRW),Rheinische Post / Bonner General-Anzeiger / Zeitungsverlag Aachen,AfD
1102,2018-11-25,2018-11-19,2018-11-21,1004,10,15,81,5,8,Mentefactum,Nordrhein-Westfalen (NRW),Rheinische Post / Bonner General-Anzeiger / Zeitungsverlag Aachen,Linke
1102,2018-11-25,2018-11-19,2018-11-21,1004,10,15,81,0,4,Mentefactum,Nordrhein-Westfalen (NRW),Rheinische Post / Bonner General-Anzeiger / Zeitungsverlag Aachen,Sonstige
1101,2018-11-24,2018-11-15,2018-11-21,2361,0,3,3,1,26,Emnid,Bundestag,BILD am Sonntag,CDU/CSU
1101,2018-11-24,2018-11-15,2018-11-21,2361,0,3,3,4,21,Emnid,Bundestag,BILD am Sonntag,Grüne
1101,2018-11-24,2018-11-15,2018-11-21,2361,0,3,3,2,15,Emnid,Bundestag,BILD am Sonntag,SPD
1101,2018-11-24,2018-11-15,2018-11-21,2361,0,3,3,7,15,Emnid,Bundestag,BILD am Sonntag,AfD
1101,2018-11-24,2018-11-15,2018-11-21,2361,0,3,3,3,9,Emnid,Bundestag,BILD am Sonntag,FDP
1101,2018-11-24,2018-11-15,2018-11-21,2361,0,3,3,5,9,Emnid,Bundestag,BILD am Sonntag,Linke
1101,2018-11-24,2018-11-15,2018-11-21,2361,0,3,3,0,5,Emnid,Bundestag,BILD am Sonntag,Sonstige
1100,2018-11-24,2018-11-19,2018-11-23,2507,0,2,63,1,27,Forsa,Bundestag,RTL / n-tv,CDU/CSU
1100,2018-11-24,2018-11-19,2018-11-23,2507,0,2,63,4,23,Forsa,Bundestag,RTL / n-tv,Grüne
1100,2018-11-24,2018-11-19,2018-11-23,2507,0,2,63,2,14,Forsa,Bundestag,RTL / n-tv,SPD
1100,2018-11-24,2018-11-19,2018-11-23,2507,0,2,63,7,14,Forsa,Bundestag,RTL / n-tv,AfD
1100,2018-11-24,2018-11-19,2018-11-23,2507,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP
1100,2018-11-24,2018-11-19,2018-11-23,2507,0,2,63,5,8,Forsa,Bundestag,RTL / n-tv,Linke
1100,2018-11-24,2018-11-19,2018-11-23,2507,0,2,63,0,5,Forsa,Bundestag,RTL / n-tv,Sonstige
1099,2018-11-23,2018-11-02,2018-11-14,1002,13,20,62,101,29,IM Field,Sachsen,Sächsische Zeitung,CDU
1099,2018-11-23,2018-11-02,2018-11-14,1002,13,20,62,7,24,IM Field,Sachsen,Sächsische Zeitung,AfD
1099,2018-11-23,2018-11-02,2018-11-14,1002,13,20,62,5,17,IM Field,Sachsen,Sächsische Zeitung,Linke
1099,2018-11-23,2018-11-02,2018-11-14,1002,13,20,62,2,11,IM Field,Sachsen,Sächsische Zeitung,SPD
1099,2018-11-23,2018-11-02,2018-11-14,1002,13,20,62,4,8,IM Field,Sachsen,Sächsische Zeitung,Grüne
1099,2018-11-23,2018-11-02,2018-11-14,1002,13,20,62,3,6,IM Field,Sachsen,Sächsische Zeitung,FDP
1099,2018-11-23,2018-11-02,2018-11-14,1002,13,20,62,0,5,IM Field,Sachsen,Sächsische Zeitung,Sonstige
1098,2018-11-23,2018-11-20,2018-11-22,1336,0,6,5,1,27,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,CDU/CSU
1098,2018-11-23,2018-11-20,2018-11-22,1336,0,6,5,4,22,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,Grüne
1098,2018-11-23,2018-11-20,2018-11-22,1336,0,6,5,7,16,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,AfD
1098,2018-11-23,2018-11-20,2018-11-22,1336,0,6,5,2,14,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,SPD
1098,2018-11-23,2018-11-20,2018-11-22,1336,0,6,5,5,9,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,Linke
1098,2018-11-23,2018-11-20,2018-11-22,1336,0,6,5,3,8,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,FDP
1098,2018-11-23,2018-11-20,2018-11-22,1336,0,6,5,0,4,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,Sonstige
1097,2018-11-22,2018-11-15,2018-11-20,1006,9,1,39,101,28,Infratest dimap,Niedersachsen,NDR,CDU
1097,2018-11-22,2018-11-15,2018-11-20,1006,9,1,39,2,26,Infratest dimap,Niedersachsen,NDR,SPD
1097,2018-11-22,2018-11-15,2018-11-20,1006,9,1,39,4,24,Infratest dimap,Niedersachsen,NDR,Grüne
1097,2018-11-22,2018-11-15,2018-11-20,1006,9,1,39,7,9,Infratest dimap,Niedersachsen,NDR,AfD
1097,2018-11-22,2018-11-15,2018-11-20,1006,9,1,39,3,6,Infratest dimap,Niedersachsen,NDR,FDP
1097,2018-11-22,2018-11-15,2018-11-20,1006,9,1,39,5,4,Infratest dimap,Niedersachsen,NDR,Linke
1097,2018-11-22,2018-11-15,2018-11-20,1006,9,1,39,0,3,Infratest dimap,Niedersachsen,NDR,Sonstige
1096,2018-11-21,2018-11-14,2018-11-17,1002,3,1,16,4,24,Infratest dimap,Berlin,RBB / Berliner Morgenpost,Grüne
1096,2018-11-21,2018-11-14,2018-11-17,1002,3,1,16,5,18,Infratest dimap,Berlin,RBB / Berliner Morgenpost,Linke
1096,2018-11-21,2018-11-14,2018-11-17,1002,3,1,16,101,18,Infratest dimap,Berlin,RBB / Berliner Morgenpost,CDU
1096,2018-11-21,2018-11-14,2018-11-17,1002,3,1,16,2,15,Infratest dimap,Berlin,RBB / Berliner Morgenpost,SPD
1096,2018-11-21,2018-11-14,2018-11-17,1002,3,1,16,7,13,Infratest dimap,Berlin,RBB / Berliner Morgenpost,AfD
1096,2018-11-21,2018-11-14,2018-11-17,1002,3,1,16,0,6,Infratest dimap,Berlin,RBB / Berliner Morgenpost,Sonstige
1096,2018-11-21,2018-11-14,2018-11-17,1002,3,1,16,3,6,Infratest dimap,Berlin,RBB / Berliner Morgenpost,FDP
1095,2018-11-21,2018-11-07,2018-11-13,1053,9,5,4,101,27,INSA,Niedersachsen,BILD,CDU
1095,2018-11-21,2018-11-07,2018-11-13,1053,9,5,4,2,26,INSA,Niedersachsen,BILD,SPD
1095,2018-11-21,2018-11-07,2018-11-13,1053,9,5,4,4,17,INSA,Niedersachsen,BILD,Grüne
1095,2018-11-21,2018-11-07,2018-11-13,1053,9,5,4,7,12,INSA,Niedersachsen,BILD,AfD
1095,2018-11-21,2018-11-07,2018-11-13,1053,9,5,4,3,10,INSA,Niedersachsen,BILD,FDP
1095,2018-11-21,2018-11-07,2018-11-13,1053,9,5,4,5,5,INSA,Niedersachsen,BILD,Linke
1095,2018-11-21,2018-11-07,2018-11-13,1053,9,5,4,0,3,INSA,Niedersachsen,BILD,Sonstige
1094,2018-11-20,2018-11-16,2018-11-19,2047,0,5,4,1,25.5,INSA,Bundestag,BILD,CDU/CSU
1094,2018-11-20,2018-11-16,2018-11-19,2047,0,5,4,4,20,INSA,Bundestag,BILD,Grüne
1094,2018-11-20,2018-11-16,2018-11-19,2047,0,5,4,7,15.5,INSA,Bundestag,BILD,AfD
1094,2018-11-20,2018-11-16,2018-11-19,2047,0,5,4,2,14.5,INSA,Bundestag,BILD,SPD
1094,2018-11-20,2018-11-16,2018-11-19,2047,0,5,4,5,10,INSA,Bundestag,BILD,Linke
1094,2018-11-20,2018-11-16,2018-11-19,2047,0,5,4,3,9.5,INSA,Bundestag,BILD,FDP
1094,2018-11-20,2018-11-16,2018-11-19,2047,0,5,4,0,5,INSA,Bundestag,BILD,Sonstige
1093,2018-11-17,2018-11-08,2018-11-14,1987,0,3,3,1,26,Emnid,Bundestag,BILD am Sonntag,CDU/CSU
1093,2018-11-17,2018-11-08,2018-11-14,1987,0,3,3,4,21,Emnid,Bundestag,BILD am Sonntag,Grüne
1093,2018-11-17,2018-11-08,2018-11-14,1987,0,3,3,2,15,Emnid,Bundestag,BILD am Sonntag,SPD
1093,2018-11-17,2018-11-08,2018-11-14,1987,0,3,3,7,15,Emnid,Bundestag,BILD am Sonntag,AfD
1093,2018-11-17,2018-11-08,2018-11-14,1987,0,3,3,5,9,Emnid,Bundestag,BILD am Sonntag,Linke
1093,2018-11-17,2018-11-08,2018-11-14,1987,0,3,3,3,8,Emnid,Bundestag,BILD am Sonntag,FDP
1093,2018-11-17,2018-11-08,2018-11-14,1987,0,3,3,0,6,Emnid,Bundestag,BILD am Sonntag,Sonstige
1092,2018-11-17,2018-11-12,2018-11-16,2503,0,2,63,1,28,Forsa,Bundestag,RTL / n-tv,CDU/CSU
1092,2018-11-17,2018-11-12,2018-11-16,2503,0,2,63,4,23,Forsa,Bundestag,RTL / n-tv,Grüne
1092,2018-11-17,2018-11-12,2018-11-16,2503,0,2,63,2,14,Forsa,Bundestag,RTL / n-tv,SPD
1092,2018-11-17,2018-11-12,2018-11-16,2503,0,2,63,7,12,Forsa,Bundestag,RTL / n-tv,AfD
1092,2018-11-17,2018-11-12,2018-11-16,2503,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP
1092,2018-11-17,2018-11-12,2018-11-16,2503,0,2,63,5,9,Forsa,Bundestag,RTL / n-tv,Linke
1092,2018-11-17,2018-11-12,2018-11-16,2503,0,2,63,0,5,Forsa,Bundestag,RTL / n-tv,Sonstige
1091,2018-11-15,2018-11-12,2018-11-14,1506,0,1,10,1,26,Infratest dimap,Bundestag,ARD-Tagesthemen,CDU/CSU
1091,2018-11-15,2018-11-12,2018-11-14,1506,0,1,10,4,23,Infratest dimap,Bundestag,ARD-Tagesthemen,Grüne
1091,2018-11-15,2018-11-12,2018-11-14,1506,0,1,10,2,14,Infratest dimap,Bundestag,ARD-Tagesthemen,SPD
1091,2018-11-15,2018-11-12,2018-11-14,1506,0,1,10,7,14,Infratest dimap,Bundestag,ARD-Tagesthemen,AfD
1091,2018-11-15,2018-11-12,2018-11-14,1506,0,1,10,5,9,Infratest dimap,Bundestag,ARD-Tagesthemen,Linke
1091,2018-11-15,2018-11-12,2018-11-14,1506,0,1,10,3,8,Infratest dimap,Bundestag,ARD-Tagesthemen,FDP
1091,2018-11-15,2018-11-12,2018-11-14,1506,0,1,10,0,6,Infratest dimap,Bundestag,ARD-Tagesthemen,Sonstige
1090,2018-11-12,2018-11-09,2018-11-12,2070,0,5,4,1,25.5,INSA,Bundestag,BILD,CDU/CSU
1090,2018-11-12,2018-11-09,2018-11-12,2070,0,5,4,4,20,INSA,Bundestag,BILD,Grüne
1090,2018-11-12,2018-11-09,2018-11-12,2070,0,5,4,7,16.5,INSA,Bundestag,BILD,AfD
1090,2018-11-12,2018-11-09,2018-11-12,2070,0,5,4,2,14,INSA,Bundestag,BILD,SPD
1090,2018-11-12,2018-11-09,2018-11-12,2070,0,5,4,5,10,INSA,Bundestag,BILD,Linke
1090,2018-11-12,2018-11-09,2018-11-12,2070,0,5,4,3,9,INSA,Bundestag,BILD,FDP
1090,2018-11-12,2018-11-09,2018-11-12,2070,0,5,4,0,5,INSA,Bundestag,BILD,Sonstige
1089,2018-11-11,2018-11-05,2018-11-09,2504,0,2,63,1,27,Forsa,Bundestag,RTL / n-tv,CDU/CSU
1089,2018-11-11,2018-11-05,2018-11-09,2504,0,2,63,4,23,Forsa,Bundestag,RTL / n-tv,Grüne
1089,2018-11-11,2018-11-05,2018-11-09,2504,0,2,63,2,14,Forsa,Bundestag,RTL / n-tv,SPD
1089,2018-11-11,2018-11-05,2018-11-09,2504,0,2,63,7,13,Forsa,Bundestag,RTL / n-tv,AfD
1089,2018-11-11,2018-11-05,2018-11-09,2504,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP
1089,2018-11-11,2018-11-05,2018-11-09,2504,0,2,63,5,9,Forsa,Bundestag,RTL / n-tv,Linke
1089,2018-11-11,2018-11-05,2018-11-09,2504,0,2,63,0,5,Forsa,Bundestag,RTL / n-tv,Sonstige
1088,2018-11-10,2018-11-05,2018-11-07,1518,0,3,3,1,25,Emnid,Bundestag,BILD am Sonntag,CDU/CSU
1088,2018-11-10,2018-11-05,2018-11-07,1518,0,3,3,4,22,Emnid,Bundestag,BILD am Sonntag,Grüne
1088,2018-11-10,2018-11-05,2018-11-07,1518,0,3,3,2,15,Emnid,Bundestag,BILD am Sonntag,SPD
1088,2018-11-10,2018-11-05,2018-11-07,1518,0,3,3,7,15,Emnid,Bundestag,BILD am Sonntag,AfD
1088,2018-11-10,2018-11-05,2018-11-07,1518,0,3,3,5,9,Emnid,Bundestag,BILD am Sonntag,Linke
1088,2018-11-10,2018-11-05,2018-11-07,1518,0,3,3,3,8,Emnid,Bundestag,BILD am Sonntag,FDP
1088,2018-11-10,2018-11-05,2018-11-07,1518,0,3,3,0,6,Emnid,Bundestag,BILD am Sonntag,Sonstige
1087,2018-11-09,2018-10-22,2018-11-07,1000,16,5,80,101,23,INSA,Thüringen,Mediengruppe Thüringen,CDU
1087,2018-11-09,2018-10-22,2018-11-07,1000,16,5,80,5,22,INSA,Thüringen,Mediengruppe Thüringen,Linke
1087,2018-11-09,2018-10-22,2018-11-07,1000,16,5,80,7,22,INSA,Thüringen,Mediengruppe Thüringen,AfD
1087,2018-11-09,2018-10-22,2018-11-07,1000,16,5,80,2,12,INSA,Thüringen,Mediengruppe Thüringen,SPD
1087,2018-11-09,2018-10-22,2018-11-07,1000,16,5,80,4,12,INSA,Thüringen,Mediengruppe Thüringen,Grüne
1087,2018-11-09,2018-10-22,2018-11-07,1000,16,5,80,3,6,INSA,Thüringen,Mediengruppe Thüringen,FDP
1087,2018-11-09,2018-10-22,2018-11-07,1000,16,5,80,0,3,INSA,Thüringen,Mediengruppe Thüringen,Sonstige
1086,2018-11-09,2018-11-06,2018-11-08,1200,0,6,5,1,27,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,CDU/CSU
1086,2018-11-09,2018-11-06,2018-11-08,1200,0,6,5,4,22,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,Grüne
1086,2018-11-09,2018-11-06,2018-11-08,1200,0,6,5,2,14,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,SPD
1086,2018-11-09,2018-11-06,2018-11-08,1200,0,6,5,7,14,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,AfD
1086,2018-11-09,2018-11-06,2018-11-08,1200,0,6,5,3,9,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,FDP
1086,2018-11-09,2018-11-06,2018-11-08,1200,0,6,5,5,9,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,Linke
1086,2018-11-09,2018-11-06,2018-11-08,1200,0,6,5,0,5,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,Sonstige
1085,2018-11-07,2018-10-23,2018-11-02,1019,3,5,4,4,22,INSA,Berlin,BILD,Grüne
1085,2018-11-07,2018-10-23,2018-11-02,1019,3,5,4,5,17,INSA,Berlin,BILD,Linke
1085,2018-11-07,2018-10-23,2018-11-02,1019,3,5,4,2,16,INSA,Berlin,BILD,SPD
1085,2018-11-07,2018-10-23,2018-11-02,1019,3,5,4,101,16,INSA,Berlin,BILD,CDU
1085,2018-11-07,2018-10-23,2018-11-02,1019,3,5,4,7,15,INSA,Berlin,BILD,AfD
1085,2018-11-07,2018-10-23,2018-11-02,1019,3,5,4,0,7,INSA,Berlin,BILD,Sonstige
1085,2018-11-07,2018-10-23,2018-11-02,1019,3,5,4,3,7,INSA,Berlin,BILD,FDP
1084,2018-11-07,2018-10-28,2018-11-04,1542,0,13,47,1,25,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),CDU/CSU
1084,2018-11-07,2018-10-28,2018-11-04,1542,0,13,47,4,21,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),Grüne
1084,2018-11-07,2018-10-28,2018-11-04,1542,0,13,47,7,16,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),AfD
1084,2018-11-07,2018-10-28,2018-11-04,1542,0,13,47,2,14,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),SPD
1084,2018-11-07,2018-10-28,2018-11-04,1542,0,13,47,3,10,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),FDP
1084,2018-11-07,2018-10-28,2018-11-04,1542,0,13,47,5,10,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),Linke
1084,2018-11-07,2018-10-28,2018-11-04,1542,0,13,47,0,4,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),Sonstige
1083,2018-11-05,2018-10-29,2018-11-05,10005,0,16,14,1,28.6,Civey,Bundestag,Spiegel Online,CDU/CSU
1083,2018-11-05,2018-10-29,2018-11-05,10005,0,16,14,4,19.4,Civey,Bundestag,Spiegel Online,Grüne
1083,2018-11-05,2018-10-29,2018-11-05,10005,0,16,14,2,15.4,Civey,Bundestag,Spiegel Online,SPD
1083,2018-11-05,2018-10-29,2018-11-05,10005,0,16,14,7,13,Civey,Bundestag,Spiegel Online,AfD
1083,2018-11-05,2018-10-29,2018-11-05,10005,0,16,14,3,9.6,Civey,Bundestag,Spiegel Online,FDP
1083,2018-11-05,2018-10-29,2018-11-05,10005,0,16,14,5,9.3,Civey,Bundestag,Spiegel Online,Linke
1083,2018-11-05,2018-10-29,2018-11-05,10005,0,16,14,0,4.7,Civey,Bundestag,Spiegel Online,Sonstige
1082,2018-11-05,2018-11-02,2018-11-05,3183,0,5,4,1,24.5,INSA,Bundestag,BILD,CDU/CSU
1082,2018-11-05,2018-11-02,2018-11-05,3183,0,5,4,4,19,INSA,Bundestag,BILD,Grüne
1082,2018-11-05,2018-11-02,2018-11-05,3183,0,5,4,7,16.5,INSA,Bundestag,BILD,AfD
1082,2018-11-05,2018-11-02,2018-11-05,3183,0,5,4,2,13.5,INSA,Bundestag,BILD,SPD
1082,2018-11-05,2018-11-02,2018-11-05,3183,0,5,4,5,11,INSA,Bundestag,BILD,Linke
1082,2018-11-05,2018-11-02,2018-11-05,3183,0,5,4,3,10,INSA,Bundestag,BILD,FDP
1082,2018-11-05,2018-11-02,2018-11-05,3183,0,5,4,0,5.5,INSA,Bundestag,BILD,Sonstige
1081,2018-11-03,2018-10-25,2018-10-31,1815,0,3,3,1,25,Emnid,Bundestag,BILD am Sonntag,CDU/CSU
1081,2018-11-03,2018-10-25,2018-10-31,1815,0,3,3,4,21,Emnid,Bundestag,BILD am Sonntag,Grüne
1081,2018-11-03,2018-10-25,2018-10-31,1815,0,3,3,7,15,Emnid,Bundestag,BILD am Sonntag,AfD
1081,2018-11-03,2018-10-25,2018-10-31,1815,0,3,3,2,14,Emnid,Bundestag,BILD am Sonntag,SPD
1081,2018-11-03,2018-10-25,2018-10-31,1815,0,3,3,5,10,Emnid,Bundestag,BILD am Sonntag,Linke
1081,2018-11-03,2018-10-25,2018-10-31,1815,0,3,3,3,9,Emnid,Bundestag,BILD am Sonntag,FDP
1081,2018-11-03,2018-10-25,2018-10-31,1815,0,3,3,0,6,Emnid,Bundestag,BILD am Sonntag,Sonstige
1080,2018-11-03,2018-10-29,2018-11-02,2502,0,2,63,1,27,Forsa,Bundestag,RTL / n-tv,CDU/CSU
1080,2018-11-03,2018-10-29,2018-11-02,2502,0,2,63,4,24,Forsa,Bundestag,RTL / n-tv,Grüne
1080,2018-11-03,2018-10-29,2018-11-02,2502,0,2,63,2,13,Forsa,Bundestag,RTL / n-tv,SPD
1080,2018-11-03,2018-10-29,2018-11-02,2502,0,2,63,7,13,Forsa,Bundestag,RTL / n-tv,AfD
1080,2018-11-03,2018-10-29,2018-11-02,2502,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP
1080,2018-11-03,2018-10-29,2018-11-02,2502,0,2,63,5,9,Forsa,Bundestag,RTL / n-tv,Linke
1080,2018-11-03,2018-10-29,2018-11-02,2502,0,2,63,0,5,Forsa,Bundestag,RTL / n-tv,Sonstige
1079,2018-10-30,2018-10-26,2018-10-29,2052,0,5,4,1,25,INSA,Bundestag,BILD,CDU/CSU
1079,2018-10-30,2018-10-26,2018-10-29,2052,0,5,4,4,20,INSA,Bundestag,BILD,Grüne
1079,2018-10-30,2018-10-26,2018-10-29,2052,0,5,4,7,16.5,INSA,Bundestag,BILD,AfD
1079,2018-10-30,2018-10-26,2018-10-29,2052,0,5,4,2,14,INSA,Bundestag,BILD,SPD
1079,2018-10-30,2018-10-26,2018-10-29,2052,0,5,4,5,11,INSA,Bundestag,BILD,Linke
1079,2018-10-30,2018-10-26,2018-10-29,2052,0,5,4,3,9.5,INSA,Bundestag,BILD,FDP
1079,2018-10-30,2018-10-26,2018-10-29,2052,0,5,4,0,4,INSA,Bundestag,BILD,Sonstige
1077,2018-10-27,2018-10-18,2018-10-24,1905,0,3,3,1,24,Emnid,Bundestag,BILD am Sonntag,CDU/CSU
