Land,Jahr,Wahltag,Wahlbeteiligung,Partei,Anteil
Bremen,2007,2007-05-13,57.5,Linke,8.4
Bremen,2011,2011-05-22,55.5,Linke,5.6
Bremen,2015,2015-05-10,50.2,Linke,9.5
Brandenburg,1994,1994-09-11,56.3,Linke,18.7
Brandenburg,1999,1999-09-05,54.3,Linke,23.3
Brandenburg,2004,2004-09-19,56.4,Linke,28
Brandenburg,2009,2009-09-27,67,Linke,27.2
Brandenburg,2014,2014-09-14,47.9,Linke,18.6
Brandenburg,2019,2019-09-01,61.3,Linke,10.7
Sachsen-Anhalt,1994,1994-06-26,54.8,Linke,19.9
Sachsen-Anhalt,1998,1998-04-26,71.5,Linke,19.6
Sachsen-Anhalt,2002,2002-04-21,56.5,Linke,20.4
Sachsen-Anhalt,2006,2006-03-26,44.4,Linke,24.1
Sachsen-Anhalt,2011,2011-03-20,51.2,Linke,23.7
Sachsen-Anhalt,2016,2016-03-13,61.1,Linke,16.3
Berlin,1995,1995-10-22,68.6,Linke,14.6
Berlin,1999,1999-10-10,65.5,Linke,17.7
Berlin,2001,2001-10-21,68.1,Linke,22.6
Berlin,2006,2006-09-17,58,Linke,13.4
Berlin,2011,2011-09-18,60.2,Linke,11.7
Berlin,2016,2016-09-18,66.9,Linke,15.6
Nordrhein-Westfalen,1995,1995-05-14,64,Linke,0
Nordrhein-Westfalen,2000,2000-05-14,56.7,Linke,1.1
Nordrhein-Westfalen,2005,2005-05-22,63,Linke,0.9
Nordrhein-Westfalen,2010,2010-05-09,59.3,Linke,5.6
Nordrhein-Westfalen,2012,2012-05-13,59.6,Linke,2.5
Nordrhein-Westfalen,2017,2017-05-14,65.2,Linke,4.9
Sachsen,1994,1994-09-11,58.4,Linke,16.5
Sachsen,1999,1999-09-19,61.1,Linke,22.2
Sachsen,2004,2004-09-19,59.6,Linke,23.6
Sachsen,2009,2009-08-30,52.2,Linke,20.6
Sachsen,2014,2014-08-31,49.1,Linke,18.9
Sachsen,2019,2019-09-01,66.6,Linke,10.4
Hessen,1995,1995-02-19,66.3,Linke,0
Hessen,1999,1999-02-07,66.4,Linke,0
Hessen,2003,2003-02-02,64.6,Linke,0
Hessen,2008,2008-01-27,64.3,Linke,5.1
Hessen,2009,2009-01-18,61,Linke,5.4
Hessen,2013,2013-09-22,73.2,Linke,5.2
Hessen,2018,2018-10-28,67.3,Linke,6.3
Thüringen,1994,1994-10-16,74.8,Linke,16.6
Thüringen,1999,1999-09-12,59.9,Linke,21.3
Thüringen,2004,2004-06-13,53.8,Linke,26.1
Thüringen,2009,2009-08-30,56.2,Linke,27.4
Thüringen,2014,2014-09-14,52.7,Linke,28.2
Rheinland-Pfalz,1996,1996-03-24,70.8,Linke,0
Rheinland-Pfalz,2001,2001-03-25,62.1,Linke,0
Rheinland-Pfalz,2006,2006-03-26,58.2,Linke,0
Rheinland-Pfalz,2011,2011-03-27,61.8,Linke,3
Rheinland-Pfalz,2016,2016-03-13,70.4,Linke,2.8
Bayern,1994,1994-09-25,67.8,Linke,0
Bayern,1998,1998-09-13,69.8,Linke,0
Bayern,2003,2003-09-21,57.1,Linke,0
Bayern,2008,2008-09-28,57.9,Linke,4.4
Bayern,2013,2013-09-15,63.6,Linke,2.1
Bayern,2018,2018-10-14,72.4,Linke,3.2
Baden-Württemberg,1996,1996-03-24,67.6,Linke,0
Baden-Württemberg,2001,2001-03-25,62.6,Linke,0
Baden-Württemberg,2006,2006-03-26,53.4,Linke,0
Baden-Württemberg,2011,2011-03-27,66.3,Linke,2.8
Baden-Württemberg,2016,2016-03-13,70.4,Linke,2.9
Saarland,1994,1994-10-16,83.5,Linke,0
Saarland,1999,1999-09-05,68.7,Linke,0.8
Saarland,2004,2004-09-05,55.5,Linke,2.3
Saarland,2009,2009-08-30,67.6,Linke,21.3
Saarland,2012,2012-03-25,61.6,Linke,16.1
Saarland,2017,2017-03-26,69.7,Linke,12.8
Bund,1994,1994-10-16,79,Linke,4.4
Bund,1998,1998-09-27,82.2,Linke,5.1
Bund,2002,2002-09-22,79.1,Linke,4
Bund,2005,2005-09-18,77.7,Linke,8.7
Bund,2009,2009-09-27,70.8,Linke,11.9
Bund,2013,2013-09-22,71.5,Linke,8.6
Bund,2017,2017-09-24,76.2,Linke,9.2
Europa,1994,1994-06-12,60,Linke,1562198400
Europa,1999,1999-06-13,45,Linke,1564963200
Europa,2004,2004-06-13,43,Linke,1546732800
Europa,2009,2009-06-07,43,Linke,1557187200
Europa,2014,2014-05-25,48,Linke,1554595200
Europa,2019,2019-05-26,61.4,Linke,5.5
Schleswig-Holstein,1996,1996-03-24,71.8,AfD,NA
Schleswig-Holstein,2000,2000-02-27,69.5,AfD,NA
Schleswig-Holstein,2005,2005-02-20,66.5,AfD,NA
Schleswig-Holstein,2009,2009-09-27,73.5,AfD,NA
Schleswig-Holstein,2012,2012-05-06,60.2,AfD,NA
Schleswig-Holstein,2017,2017-05-07,64.2,AfD,5.9
Mecklenburg-Vorpommern,1994,1994-10-16,72.9,AfD,NA
Mecklenburg-Vorpommern,1998,1998-09-27,79.4,AfD,NA
Mecklenburg-Vorpommern,2002,2002-09-22,70.6,AfD,NA
Mecklenburg-Vorpommern,2006,2006-09-17,59.1,AfD,NA
Mecklenburg-Vorpommern,2011,2011-09-04,51.5,AfD,NA
Mecklenburg-Vorpommern,2016,2016-09-04,61.9,AfD,20.8
Hamburg,1993,1993-09-19,69.6,AfD,NA
Hamburg,1997,1997-09-21,68.7,AfD,NA
Hamburg,2001,2001-09-23,71,AfD,NA
Hamburg,2004,2004-02-29,68.7,AfD,NA
Hamburg,2008,2008-02-24,63.5,AfD,NA
Hamburg,2011,2011-02-20,57.3,AfD,NA
Hamburg,2015,2015-02-15,56.5,AfD,6.1
Niedersachsen,1994,1994-03-13,73.8,AfD,NA
Niedersachsen,1998,1998-03-01,73.8,AfD,NA
Niedersachsen,2003,2003-02-02,67,AfD,NA
Niedersachsen,2008,2008-01-27,57.1,AfD,NA
Niedersachsen,2013,2013-01-20,59.4,AfD,NA
Niedersachsen,2017,2017-10-15,63.1,AfD,6.2
Bremen,1995,1995-05-14,68.6,AfD,NA
Bremen,1999,1999-06-06,60.1,AfD,NA
Bremen,2003,2003-05-25,61.3,AfD,NA
Bremen,2007,2007-05-13,57.5,AfD,NA
Bremen,2011,2011-05-22,55.5,AfD,NA
Bremen,2015,2015-05-10,50.2,AfD,6.1
Brandenburg,1994,1994-09-11,56.3,AfD,NA
Brandenburg,1999,1999-09-05,54.3,AfD,NA
Brandenburg,2004,2004-09-19,56.4,AfD,NA
Brandenburg,2009,2009-09-27,67,AfD,NA
Brandenburg,2014,2014-09-14,47.9,AfD,12.2
Brandenburg,2019,2019-09-01,61.3,AfD,23.5
Sachsen-Anhalt,1994,1994-06-26,54.8,AfD,NA
Sachsen-Anhalt,1998,1998-04-26,71.5,AfD,NA
Sachsen-Anhalt,2002,2002-04-21,56.5,AfD,NA
Sachsen-Anhalt,2006,2006-03-26,44.4,AfD,NA
Sachsen-Anhalt,2011,2011-03-20,51.2,AfD,NA
Sachsen-Anhalt,2016,2016-03-13,61.1,AfD,24.3
Berlin,1995,1995-10-22,68.6,AfD,NA
Berlin,1999,1999-10-10,65.5,AfD,NA
Berlin,2001,2001-10-21,68.1,AfD,NA
Berlin,2006,2006-09-17,58,AfD,NA
Berlin,2011,2011-09-18,60.2,AfD,NA
Berlin,2016,2016-09-18,66.9,AfD,14.2
Nordrhein-Westfalen,1995,1995-05-14,64,AfD,NA
Nordrhein-Westfalen,2000,2000-05-14,56.7,AfD,NA
Nordrhein-Westfalen,2005,2005-05-22,63,AfD,NA
Nordrhein-Westfalen,2010,2010-05-09,59.3,AfD,NA
Nordrhein-Westfalen,2012,2012-05-13,59.6,AfD,NA
Nordrhein-Westfalen,2017,2017-05-14,65.2,AfD,7.4
Sachsen,1994,1994-09-11,58.4,AfD,NA
Sachsen,1999,1999-09-19,61.1,AfD,NA
Sachsen,2004,2004-09-19,59.6,AfD,NA
Sachsen,2009,2009-08-30,52.2,AfD,NA
Sachsen,2014,2014-08-31,49.1,AfD,9.7
Sachsen,2019,2019-09-01,66.6,AfD,27.5
Hessen,1995,1995-02-19,66.3,AfD,NA
Hessen,1999,1999-02-07,66.4,AfD,NA
Hessen,2003,2003-02-02,64.6,AfD,NA
Hessen,2008,2008-01-27,64.3,AfD,NA
Hessen,2009,2009-01-18,61,AfD,NA
Hessen,2013,2013-09-22,73.2,AfD,9.1
Hessen,2018,2018-10-28,67.3,AfD,13.1
Thüringen,1994,1994-10-16,74.8,AfD,NA
Thüringen,1999,1999-09-12,59.9,AfD,NA
Thüringen,2004,2004-06-13,53.8,AfD,NA
Thüringen,2009,2009-08-30,56.2,AfD,NA
Thüringen,2014,2014-09-14,52.7,AfD,10.6
Rheinland-Pfalz,1996,1996-03-24,70.8,AfD,NA
Rheinland-Pfalz,2001,2001-03-25,62.1,AfD,NA
Rheinland-Pfalz,2006,2006-03-26,58.2,AfD,NA
Rheinland-Pfalz,2011,2011-03-27,61.8,AfD,NA
Rheinland-Pfalz,2016,2016-03-13,70.4,AfD,12.6
Bayern,1994,1994-09-25,67.8,AfD,NA
Bayern,1998,1998-09-13,69.8,AfD,NA
Bayern,2003,2003-09-21,57.1,AfD,NA
Bayern,2008,2008-09-28,57.9,AfD,NA
Bayern,2013,2013-09-15,63.6,AfD,NA
Bayern,2018,2018-10-14,72.4,AfD,10.2
Baden-Württemberg,1996,1996-03-24,67.6,AfD,NA
Baden-Württemberg,2001,2001-03-25,62.6,AfD,NA
Baden-Württemberg,2006,2006-03-26,53.4,AfD,NA
Baden-Württemberg,2011,2011-03-27,66.3,AfD,NA
Baden-Württemberg,2016,2016-03-13,70.4,AfD,15.1
Saarland,1994,1994-10-16,83.5,AfD,NA
Saarland,1999,1999-09-05,68.7,AfD,NA
Saarland,2004,2004-09-05,55.5,AfD,NA
Saarland,2009,2009-08-30,67.6,AfD,NA
Saarland,2012,2012-03-25,61.6,AfD,NA
Saarland,2017,2017-03-26,69.7,AfD,6.2
Bund,1994,1994-10-16,79,AfD,NA
Bund,1998,1998-09-27,82.2,AfD,NA
Bund,2002,2002-09-22,79.1,AfD,NA
Bund,2005,2005-09-18,77.7,AfD,NA
Bund,2009,2009-09-27,70.8,AfD,NA
Bund,2013,2013-09-22,71.5,AfD,4.7
Bund,2017,2017-09-24,76.2,AfD,12.6
Europa,1994,1994-06-12,60,AfD,NA
Europa,1999,1999-06-13,45,AfD,NA
Europa,2004,2004-06-13,43,AfD,NA
Europa,2009,2009-06-07,43,AfD,NA
Europa,2014,2014-05-25,48,AfD,1546819200
Europa,2019,2019-05-26,61.4,AfD,11
Schleswig-Holstein,1996,1996-03-24,71.8,Sonstige,9.2
Schleswig-Holstein,2000,2000-02-27,69.5,Sonstige,6.5
Schleswig-Holstein,2005,2005-02-20,66.5,Sonstige,7.5
Schleswig-Holstein,2009,2009-09-27,73.5,Sonstige,9.8
Schleswig-Holstein,2012,2012-05-06,60.2,Sonstige,15.1
Schleswig-Holstein,2017,2017-05-07,64.2,Sonstige,12.5
Mecklenburg-Vorpommern,1994,1994-10-16,72.9,Sonstige,2.6
Mecklenburg-Vorpommern,1998,1998-09-27,79.4,Sonstige,6.8
Mecklenburg-Vorpommern,2002,2002-09-22,70.6,Sonstige,4.3
Mecklenburg-Vorpommern,2006,2006-09-17,59.1,Sonstige,11.2
Mecklenburg-Vorpommern,2011,2011-09-04,51.5,Sonstige,11.5
Mecklenburg-Vorpommern,2016,2016-09-04,61.9,Sonstige,29.4
Hamburg,1993,1993-09-19,69.6,Sonstige,16.9
Hamburg,1997,1997-09-21,68.7,Sonstige,15
Hamburg,2001,2001-09-23,71,Sonstige,23.2
Hamburg,2004,2004-02-29,68.7,Sonstige,7.2
Hamburg,2008,2008-02-24,63.5,Sonstige,2.5
Hamburg,2011,2011-02-20,57.3,Sonstige,5.4
Hamburg,2015,2015-02-15,56.5,Sonstige,10.3
Niedersachsen,1994,1994-03-13,73.8,Sonstige,7.5
Niedersachsen,1998,1998-03-01,73.8,Sonstige,4.3
Niedersachsen,2003,2003-02-02,67,Sonstige,2.1
Niedersachsen,2008,2008-01-27,57.1,Sonstige,3.9
Niedersachsen,2013,2013-01-20,59.4,Sonstige,4.7
Niedersachsen,2017,2017-10-15,63.1,Sonstige,8.7
Bremen,1995,1995-05-14,68.6,Sonstige,15.1
Bremen,1999,1999-06-06,60.1,Sonstige,6
Bremen,2003,2003-05-25,61.3,Sonstige,9.2
Bremen,2007,2007-05-13,57.5,Sonstige,6.8
Bremen,2011,2011-05-22,55.5,Sonstige,10.5
Bremen,2015,2015-05-10,50.2,Sonstige,13.6
Brandenburg,1994,1994-09-11,56.3,Sonstige,3.4
Brandenburg,1999,1999-09-05,54.3,Sonstige,7.1
Brandenburg,2004,2004-09-19,56.4,Sonstige,13.8
Brandenburg,2009,2009-09-27,67,Sonstige,7.1
Brandenburg,2014,2014-09-14,47.9,Sonstige,18.8
Brandenburg,2019,2019-09-01,61.3,Sonstige,9.1
Sachsen-Anhalt,1994,1994-06-26,54.8,Sonstige,3
Sachsen-Anhalt,1998,1998-04-26,71.5,Sonstige,15.1
Sachsen-Anhalt,2002,2002-04-21,56.5,Sonstige,7
Sachsen-Anhalt,2006,2006-03-26,44.4,Sonstige,8
Sachsen-Anhalt,2011,2011-03-20,51.2,Sonstige,11.4
Sachsen-Anhalt,2016,2016-03-13,61.1,Sonstige,33.2
Berlin,1995,1995-10-22,68.6,Sonstige,8.7
Berlin,1999,1999-10-10,65.5,Sonstige,7
Berlin,2001,2001-10-21,68.1,Sonstige,4.9
Berlin,2006,2006-09-17,58,Sonstige,13.8
Berlin,2011,2011-09-18,60.2,Sonstige,17.3
Berlin,2016,2016-09-18,66.9,Sonstige,23.3
Nordrhein-Westfalen,1995,1995-05-14,64,Sonstige,2.3
Nordrhein-Westfalen,2000,2000-05-14,56.7,Sonstige,2.2
Nordrhein-Westfalen,2005,2005-05-22,63,Sonstige,4.8
Nordrhein-Westfalen,2010,2010-05-09,59.3,Sonstige,6.5
Nordrhein-Westfalen,2012,2012-05-13,59.6,Sonstige,12.2
Nordrhein-Westfalen,2017,2017-05-14,65.2,Sonstige,11.9
Sachsen,1994,1994-09-11,58.4,Sonstige,3
Sachsen,1999,1999-09-19,61.1,Sonstige,6.5
Sachsen,2004,2004-09-19,59.6,Sonstige,14.5
Sachsen,2009,2009-08-30,52.2,Sonstige,12.4
Sachsen,2014,2014-08-31,49.1,Sonstige,19.8
Sachsen,2019,2019-09-01,66.6,Sonstige,9.2
Hessen,1995,1995-02-19,66.3,Sonstige,4.2
Hessen,1999,1999-02-07,66.4,Sonstige,4.9
Hessen,2003,2003-02-02,64.6,Sonstige,4.1
Hessen,2008,2008-01-27,64.3,Sonstige,4.5
Hessen,2009,2009-01-18,61,Sonstige,3.8
Hessen,2013,2013-09-22,73.2,Sonstige,9.7
Hessen,2018,2018-10-28,67.3,Sonstige,6.5
Thüringen,1994,1994-10-16,74.8,Sonstige,3.5
Thüringen,1999,1999-09-12,59.9,Sonstige,6.2
Thüringen,2004,2004-06-13,53.8,Sonstige,8.3
Thüringen,2009,2009-08-30,56.2,Sonstige,9.9
Thüringen,2014,2014-09-14,52.7,Sonstige,17.7
Rheinland-Pfalz,1996,1996-03-24,70.8,Sonstige,5.7
Rheinland-Pfalz,2001,2001-03-25,62.1,Sonstige,7
Rheinland-Pfalz,2006,2006-03-26,58.2,Sonstige,9
Rheinland-Pfalz,2011,2011-03-27,61.8,Sonstige,6.5
Rheinland-Pfalz,2016,2016-03-13,70.4,Sonstige,17.7
Bayern,1994,1994-09-25,67.8,Sonstige,8.3
Bayern,1998,1998-09-13,69.8,Sonstige,11
Bayern,2003,2003-09-21,57.1,Sonstige,9.4
Bayern,2008,2008-09-28,57.9,Sonstige,16.2
Bayern,2013,2013-09-15,63.6,Sonstige,17.7
Bayern,2018,2018-10-14,72.4,Sonstige,27.2
Baden-Württemberg,1996,1996-03-24,67.6,Sonstige,11.9
Baden-Württemberg,2001,2001-03-25,62.6,Sonstige,6.1
Baden-Württemberg,2006,2006-03-26,53.4,Sonstige,8.2
Baden-Württemberg,2011,2011-03-27,66.3,Sonstige,5.6
Baden-Württemberg,2016,2016-03-13,70.4,Sonstige,18.8
Saarland,1994,1994-10-16,83.5,Sonstige,4.4
Saarland,1999,1999-09-05,68.7,Sonstige,3.6
Saarland,2004,2004-09-05,55.5,Sonstige,8.6
Saarland,2009,2009-08-30,67.6,Sonstige,4.6
Saarland,2012,2012-03-25,61.6,Sonstige,11.9
Saarland,2017,2017-03-26,69.7,Sonstige,9.6
Bund,1994,1994-10-16,79,Sonstige,3.6
Bund,1998,1998-09-27,82.2,Sonstige,6
Bund,2002,2002-09-22,79.1,Sonstige,3
Bund,2005,2005-09-18,77.7,Sonstige,4
Bund,2009,2009-09-27,70.8,Sonstige,6
Bund,2013,2013-09-22,71.5,Sonstige,11
Bund,2017,2017-09-24,76.2,Sonstige,17.8
Europa,1994,1994-06-12,60,Sonstige,1549756800
Europa,1999,1999-06-13,45,Sonstige,1554422400
Europa,2004,2004-06-13,43,Sonstige,1565308800
Europa,2009,2009-06-07,43,Sonstige,1565395200
Europa,2014,2014-05-25,48,Sonstige,1567900800
Europa,2019,2019-05-26,61.4,Sonstige,12.9
