Land,Jahr,Wahltag,Wahlbeteiligung,Partei,Anteil
Bayern,1946,1946-12-01,75.7,SPD,28.6
Bayern,1950,1950-11-26,79.9,SPD,28
Bayern,1954,1954-11-28,82.4,SPD,28.1
Bayern,1958,1958-11-23,76.6,SPD,30.8
Bayern,1962,1962-11-25,76.5,SPD,35.3
Bayern,1966,1966-11-20,80.6,SPD,35.8
Bayern,1970,1970-11-20,79.5,SPD,33.3
Bayern,1974,1974-10-27,77.7,SPD,30.2
Bayern,1978,1978-10-15,76.6,SPD,31.4
Bayern,1982,1982-10-10,78,SPD,31.9
Bayern,1986,1986-10-12,70.1,SPD,27.5
Bayern,1990,1990-10-14,65.9,SPD,26
Bayern,1994,1994-09-25,67.8,SPD,30
Bayern,1998,1998-09-13,69.8,SPD,28.7
Bayern,2003,2003-09-21,57.1,SPD,19.6
Bayern,2008,2008-09-28,57.9,SPD,18.6
Bayern,2013,2013-09-15,63.6,SPD,20.6
Bayern,2018,2018-10-14,72.4,SPD,9.7
Baden-Württemberg,1952,1952-03-09,63.7,SPD,28
Baden-Württemberg,1956,1956-03-04,70.3,SPD,28.9
Baden-Württemberg,1960,1960-05-15,59,SPD,35.3
Baden-Württemberg,1964,1964-04-26,67.7,SPD,37.3
Baden-Württemberg,1968,1968-04-28,70.7,SPD,29
Baden-Württemberg,1972,1972-04-23,80,SPD,37.6
Baden-Württemberg,1976,1976-04-04,75.5,SPD,33.3
Baden-Württemberg,1980,1980-03-16,72,SPD,32.5
Baden-Württemberg,1984,1984-03-25,71.2,SPD,32.4
Baden-Württemberg,1988,1988-03-20,71.8,SPD,32
Baden-Württemberg,1992,1992-04-05,70.1,SPD,29.4
Baden-Württemberg,1996,1996-03-24,67.6,SPD,25.1
Baden-Württemberg,2001,2001-03-25,62.6,SPD,33.3
Baden-Württemberg,2006,2006-03-26,53.4,SPD,25.2
Baden-Württemberg,2011,2011-03-27,66.3,SPD,23.1
Baden-Württemberg,2016,2016-03-13,70.4,SPD,12.7
Saarland,1955,1955-12-18,90.3,SPD,14.3
Saarland,1960,1960-12-04,79.1,SPD,30
Saarland,1965,1965-06-27,81.8,SPD,40.7
Saarland,1970,1970-06-14,83.1,SPD,40.8
Saarland,1975,1975-05-04,88.8,SPD,41.8
Saarland,1980,1980-04-27,85,SPD,45.4
Saarland,1985,1985-03-10,85,SPD,49.2
Saarland,1990,1990-01-28,83.2,SPD,54.4
Saarland,1994,1994-10-16,83.5,SPD,49.4
Saarland,1999,1999-09-05,68.7,SPD,44.4
Saarland,2004,2004-09-05,55.5,SPD,30.8
Saarland,2009,2009-08-30,67.6,SPD,24.5
Saarland,2012,2012-03-25,61.6,SPD,30.6
Saarland,2017,2017-03-26,69.7,SPD,29.6
Bund,1949,1949-08-14,78.5,SPD,29.2
Bund,1953,1953-09-06,86,SPD,28.8
Bund,1957,1957-09-15,87.8,SPD,31.8
Bund,1961,1961-09-17,87.7,SPD,36.2
Bund,1965,1965-09-19,86.8,SPD,39.3
Bund,1969,1969-09-28,86.7,SPD,42.7
Bund,1972,1972-11-19,91.1,SPD,45.8
Bund,1976,1976-10-03,90.7,SPD,42.6
Bund,1980,1980-10-05,88.6,SPD,42.9
Bund,1983,1983-03-06,89.1,SPD,38.2
Bund,1987,1987-01-25,84.3,SPD,37
Bund,1990,1990-12-02,77.8,SPD,33.5
Bund,1994,1994-10-16,79,SPD,36.4
Bund,1998,1998-09-27,82.2,SPD,40.9
Bund,2002,2002-09-22,79.1,SPD,38.5
Bund,2005,2005-09-18,77.7,SPD,34.2
Bund,2009,2009-09-27,70.8,SPD,23
Bund,2013,2013-09-22,71.5,SPD,25.7
Bund,2017,2017-09-24,76.2,SPD,20.5
Europa,1979,1979-06-10,66,SPD,40.8
Europa,1984,1984-06-17,57,SPD,37.4
Europa,1989,1989-06-18,62,SPD,37.3
Europa,1994,1994-06-12,60,SPD,32.2
Europa,1999,1999-06-13,45.2,SPD,30.7
Europa,2004,2004-06-13,43,SPD,21.5
Europa,2009,2009-06-07,43.3,SPD,20.8
Europa,2014,2014-05-25,48,SPD,27.3
Europa,2019,2019-05-26,61.4,SPD,15.8
Schleswig-Holstein,1947,1947-02-20,69.8,FDP,5
Schleswig-Holstein,1950,1950-07-09,78.2,FDP,7.1
Schleswig-Holstein,1954,1954-09-12,78.6,FDP,7.5
Schleswig-Holstein,1958,1958-11-28,78.7,FDP,5.4
Schleswig-Holstein,1962,1962-11-23,70.1,FDP,7.9
Schleswig-Holstein,1967,1967-04-23,74.1,FDP,5.9
Schleswig-Holstein,1971,1971-04-25,79.2,FDP,3.8
Schleswig-Holstein,1975,1975-04-13,82.3,FDP,7.1
Schleswig-Holstein,1979,1979-04-29,83.3,FDP,5.7
Schleswig-Holstein,1983,1983-03-13,84.8,FDP,2.2
Schleswig-Holstein,1987,1987-09-13,76.6,FDP,5.2
Schleswig-Holstein,1988,1988-05-08,77.4,FDP,4.4
Schleswig-Holstein,1992,1992-04-05,71.7,FDP,5.6
Schleswig-Holstein,1996,1996-03-24,71.8,FDP,5.7
Schleswig-Holstein,2000,2000-02-27,69.5,FDP,7.6
Schleswig-Holstein,2005,2005-02-20,66.5,FDP,6.6
Schleswig-Holstein,2009,2009-09-27,73.5,FDP,14.9
Schleswig-Holstein,2012,2012-05-06,60.2,FDP,8.2
Schleswig-Holstein,2017,2017-05-07,64.2,FDP,11.5
Mecklenburg-Vorpommern,1990,1990-10-14,64.7,FDP,5.5
Mecklenburg-Vorpommern,1994,1994-10-16,72.9,FDP,3.8
Mecklenburg-Vorpommern,1998,1998-09-27,79.4,FDP,1.6
Mecklenburg-Vorpommern,2002,2002-09-22,70.6,FDP,4.7
Mecklenburg-Vorpommern,2006,2006-09-17,59.1,FDP,9.6
Mecklenburg-Vorpommern,2011,2011-09-04,51.5,FDP,2.8
Mecklenburg-Vorpommern,2016,2016-09-04,61.9,FDP,3
Hamburg,1946,1946-10-13,79,FDP,18.2
Hamburg,1949,1949-10-16,70.5,FDP,0
Hamburg,1953,1953-11-01,80.9,FDP,0
Hamburg,1957,1957-11-10,77.3,FDP,8.6
Hamburg,1961,1961-11-12,72.3,FDP,9.6
Hamburg,1966,1966-03-27,69.8,FDP,6.8
Hamburg,1970,1970-03-22,73.4,FDP,7.1
Hamburg,1974,1974-03-03,80.4,FDP,10.9
Hamburg,1978,1978-06-04,76.6,FDP,4.8
Hamburg,1982,1982-06-06,77.8,FDP,4.9
Hamburg,1982,1982-12-19,84,FDP,2.6
Hamburg,1986,1986-11-09,77.8,FDP,4.8
Hamburg,1987,1987-05-17,79.5,FDP,6.5
Hamburg,1991,1991-06-02,66.1,FDP,5.4
Hamburg,1993,1993-09-19,69.6,FDP,4.2
Hamburg,1997,1997-09-21,68.7,FDP,3.5
Hamburg,2001,2001-09-23,71,FDP,5.1
Hamburg,2004,2004-02-29,68.7,FDP,2.8
Hamburg,2008,2008-02-24,63.5,FDP,4.8
Hamburg,2011,2011-02-20,57.3,FDP,6.7
Hamburg,2015,2015-02-15,56.5,FDP,7.4
Niedersachsen,1947,1947-02-20,65.1,FDP,8.8
Niedersachsen,1951,1951-05-06,75.8,FDP,8.3
Niedersachsen,1955,1955-04-24,77.5,FDP,7.9
Niedersachsen,1959,1959-04-19,78,FDP,5.2
Niedersachsen,1963,1963-05-19,76.9,FDP,8.8
Niedersachsen,1967,1967-06-04,75.8,FDP,6.9
Niedersachsen,1970,1970-06-14,76.7,FDP,4.4
Niedersachsen,1974,1974-06-09,84.4,FDP,7
Niedersachsen,1978,1978-06-04,78.5,FDP,4.2
Niedersachsen,1982,1982-03-21,77.7,FDP,5.9
Niedersachsen,1986,1986-06-15,77.3,FDP,6
Niedersachsen,1990,1990-05-13,74.6,FDP,6
Niedersachsen,1994,1994-03-13,73.8,FDP,4.4
Niedersachsen,1998,1998-03-01,73.8,FDP,4.9
Niedersachsen,2003,2003-02-02,67,FDP,8.1
Niedersachsen,2008,2008-01-27,57.1,FDP,8.2
Niedersachsen,2013,2013-01-20,59.4,FDP,9.9
Niedersachsen,2017,2017-10-15,63.1,FDP,7.5
Bremen,1947,1947-10-12,67.8,FDP,5.5
Bremen,1951,1951-10-07,83.3,FDP,11.8
Bremen,1955,1955-10-09,84,FDP,8.6
Bremen,1959,1959-10-11,79.2,FDP,7.1
Bremen,1963,1963-09-29,76.1,FDP,8.4
Bremen,1967,1967-10-01,77,FDP,10.5
Bremen,1971,1971-10-10,80,FDP,7.1
Bremen,1975,1975-09-28,82.2,FDP,13
Bremen,1979,1979-10-07,78.5,FDP,10.7
Bremen,1983,1983-09-25,79.7,FDP,4.6
Bremen,1987,1987-09-13,75.6,FDP,10
Bremen,1991,1991-09-29,72.2,FDP,9.5
Bremen,1995,1995-05-14,68.6,FDP,3.4
Bremen,1999,1999-06-06,60.1,FDP,2.5
Bremen,2003,2003-05-25,61.3,FDP,4.2
Bremen,2007,2007-05-13,57.5,FDP,6
Bremen,2011,2011-05-22,55.5,FDP,2.4
Bremen,2015,2015-05-10,50.2,FDP,6.6
Bremen,2019,2019-05-26,64.1,FDP,5.9
Brandenburg,1990,1990-10-14,67.1,FDP,6.6
Brandenburg,1994,1994-09-11,56.3,FDP,2.2
Brandenburg,1999,1999-09-05,54.3,FDP,1.9
Brandenburg,2004,2004-09-19,56.4,FDP,3.3
Brandenburg,2009,2009-09-27,67,FDP,7.2
Brandenburg,2014,2014-09-14,47.9,FDP,1.5
Brandenburg,2019,2019-09-01,61.3,FDP,4.1
Sachsen-Anhalt,1990,1990-10-14,65.1,FDP,13.5
Sachsen-Anhalt,1994,1994-06-26,54.8,FDP,3.6
Sachsen-Anhalt,1998,1998-04-26,71.5,FDP,4.2
Sachsen-Anhalt,2002,2002-04-21,56.5,FDP,13.3
Sachsen-Anhalt,2006,2006-03-26,44.4,FDP,6.7
Sachsen-Anhalt,2011,2011-03-20,51.2,FDP,3.8
Sachsen-Anhalt,2016,2016-03-13,61.1,FDP,4.9
Berlin,1946,1946-10-20,92.3,FDP,9.3
Berlin,1948,1948-12-05,86.3,FDP,16.1
Berlin,1950,1950-12-03,90.4,FDP,23.1
Berlin,1954,1954-12-05,91.8,FDP,12.8
Berlin,1958,1958-12-07,92.9,FDP,3.8
Berlin,1963,1963-02-17,89.9,FDP,7.9
Berlin,1967,1967-03-12,86.2,FDP,7.1
Berlin,1971,1971-03-14,88.9,FDP,8.4
Berlin,1975,1975-03-02,87.8,FDP,7.1
Berlin,1979,1979-03-18,85.4,FDP,8.1
Berlin,1981,1981-05-10,85.3,FDP,5.6
Berlin,1985,1985-03-10,83.6,FDP,8.5
Berlin,1989,1989-01-29,79.6,FDP,3.9
Berlin,1990,1990-12-02,80.8,FDP,7.1
Berlin,1995,1995-10-22,68.6,FDP,2.5
Berlin,1999,1999-10-10,65.5,FDP,2.2
Berlin,2001,2001-10-21,68.1,FDP,9.9
Berlin,2006,2006-09-17,58,FDP,7.6
Berlin,2011,2011-09-18,60.2,FDP,1.8
Berlin,2016,2016-09-18,66.9,FDP,6.7
Nordrhein-Westfalen,1947,1947-04-20,67.3,FDP,5.9
Nordrhein-Westfalen,1950,1950-06-18,72.3,FDP,12.1
Nordrhein-Westfalen,1954,1954-06-27,72.6,FDP,11.5
Nordrhein-Westfalen,1958,1958-07-06,76.6,FDP,7.1
Nordrhein-Westfalen,1962,1962-07-08,73.4,FDP,6.8
Nordrhein-Westfalen,1966,1966-07-10,76.5,FDP,7.4
Nordrhein-Westfalen,1970,1970-06-14,73.5,FDP,5.5
Nordrhein-Westfalen,1975,1975-05-04,86.1,FDP,6.7
Nordrhein-Westfalen,1980,1980-05-11,80,FDP,5
Nordrhein-Westfalen,1985,1985-05-12,75.2,FDP,6
Nordrhein-Westfalen,1990,1990-05-13,71.8,FDP,5.8
Nordrhein-Westfalen,1995,1995-05-14,64,FDP,4
Nordrhein-Westfalen,2000,2000-05-14,56.7,FDP,9.8
Nordrhein-Westfalen,2005,2005-05-22,63,FDP,6.2
Nordrhein-Westfalen,2010,2010-05-09,59.3,FDP,6.7
Nordrhein-Westfalen,2012,2012-05-13,59.6,FDP,8.6
Nordrhein-Westfalen,2017,2017-05-14,65.2,FDP,12.6
Sachsen,1990,1990-10-14,72.8,FDP,5.3
Sachsen,1994,1994-09-11,58.4,FDP,1.7
Sachsen,1999,1999-09-19,61.1,FDP,1.1
Sachsen,2004,2004-09-19,59.6,FDP,5.9
Sachsen,2009,2009-08-30,52.2,FDP,10
Sachsen,2014,2014-08-31,49.1,FDP,3.8
Sachsen,2019,2019-09-01,66.6,FDP,4.5
Hessen,1946,1946-12-01,73.2,FDP,15.7
Hessen,1950,1950-11-19,64.9,FDP,31.8
Hessen,1954,1954-11-28,82.4,FDP,20.5
Hessen,1958,1958-11-23,82.3,FDP,9.5
Hessen,1962,1962-11-11,77.7,FDP,11.4
Hessen,1966,1966-11-06,81,FDP,10.4
Hessen,1970,1970-11-08,82.8,FDP,10.1
Hessen,1974,1974-10-27,84.8,FDP,7.4
Hessen,1978,1978-10-08,87.7,FDP,6.6
Hessen,1982,1982-09-26,86.4,FDP,3.1
Hessen,1983,1983-09-25,83.5,FDP,7.6
Hessen,1987,1987-04-05,80.3,FDP,7.8
Hessen,1991,1991-01-20,70.8,FDP,7.4
Hessen,1995,1995-02-19,66.3,FDP,7.4
Hessen,1999,1999-02-07,66.4,FDP,5.1
Hessen,2003,2003-02-02,64.6,FDP,7.9
Hessen,2008,2008-01-27,64.3,FDP,9.4
Hessen,2009,2009-01-18,61,FDP,16.2
Hessen,2013,2013-09-22,73.2,FDP,5
Hessen,2018,2018-10-28,67.3,FDP,7.5
Thüringen,1990,1990-10-14,71.7,FDP,9.3
Thüringen,1994,1994-10-16,74.8,FDP,3.2
Thüringen,1999,1999-09-12,59.9,FDP,1.1
Thüringen,2004,2004-06-13,53.8,FDP,3.6
Thüringen,2009,2009-08-30,56.2,FDP,7.6
Thüringen,2014,2014-09-14,52.7,FDP,2.5
Thüringen,2019,2019-10-27,64.9,FDP,5
Rheinland-Pfalz,1947,1947-05-18,77.9,FDP,9.8
Rheinland-Pfalz,1951,1951-04-29,74.8,FDP,16.7
Rheinland-Pfalz,1955,1955-05-15,76,FDP,12.7
Rheinland-Pfalz,1959,1959-04-19,77.2,FDP,9.7
Rheinland-Pfalz,1963,1963-03-31,75.5,FDP,10.1
Rheinland-Pfalz,1967,1967-04-23,78.5,FDP,8.3
Rheinland-Pfalz,1971,1971-03-21,79.4,FDP,5.9
Rheinland-Pfalz,1975,1975-03-09,80.8,FDP,5.6
Rheinland-Pfalz,1979,1979-03-18,81.4,FDP,6.4
Rheinland-Pfalz,1983,1983-03-06,90.4,FDP,3.5
Rheinland-Pfalz,1987,1987-05-17,77,FDP,7.3
Rheinland-Pfalz,1991,1991-04-21,73.9,FDP,6.9
Rheinland-Pfalz,1996,1996-03-24,70.8,FDP,8.9
Rheinland-Pfalz,2001,2001-03-25,62.1,FDP,7.8
Rheinland-Pfalz,2006,2006-03-26,58.2,FDP,8
Rheinland-Pfalz,2011,2011-03-27,61.8,FDP,4.2
Rheinland-Pfalz,2016,2016-03-13,70.4,FDP,6.2
Bayern,1946,1946-12-01,75.7,FDP,5.7
Bayern,1950,1950-11-26,79.9,FDP,7.1
Bayern,1954,1954-11-28,82.4,FDP,7.2
Bayern,1958,1958-11-23,76.6,FDP,5.6
Bayern,1962,1962-11-25,76.5,FDP,5.9
Bayern,1966,1966-11-20,80.6,FDP,5.1
Bayern,1970,1970-11-20,79.5,FDP,5.6
Bayern,1974,1974-10-27,77.7,FDP,5.2
Bayern,1978,1978-10-15,76.6,FDP,6.2
Bayern,1982,1982-10-10,78,FDP,3.5
Bayern,1986,1986-10-12,70.1,FDP,3.8
Bayern,1990,1990-10-14,65.9,FDP,5.2
Bayern,1994,1994-09-25,67.8,FDP,2.8
Bayern,1998,1998-09-13,69.8,FDP,1.7
Bayern,2003,2003-09-21,57.1,FDP,2.6
Bayern,2008,2008-09-28,57.9,FDP,8
Bayern,2013,2013-09-15,63.6,FDP,3.3
Bayern,2018,2018-10-14,72.4,FDP,5.1
Baden-Württemberg,1952,1952-03-09,63.7,FDP,18
Baden-Württemberg,1956,1956-03-04,70.3,FDP,16.6
Baden-Württemberg,1960,1960-05-15,59,FDP,15.8
Baden-Württemberg,1964,1964-04-26,67.7,FDP,13.1
Baden-Württemberg,1968,1968-04-28,70.7,FDP,14.4
Baden-Württemberg,1972,1972-04-23,80,FDP,8.9
Baden-Württemberg,1976,1976-04-04,75.5,FDP,7.8
Baden-Württemberg,1980,1980-03-16,72,FDP,8.3
Baden-Württemberg,1984,1984-03-25,71.2,FDP,7.2
Baden-Württemberg,1988,1988-03-20,71.8,FDP,5.9
Baden-Württemberg,1992,1992-04-05,70.1,FDP,5.9
Baden-Württemberg,1996,1996-03-24,67.6,FDP,9.6
Baden-Württemberg,2001,2001-03-25,62.6,FDP,8.1
Baden-Württemberg,2006,2006-03-26,53.4,FDP,10.7
Baden-Württemberg,2011,2011-03-27,66.3,FDP,5.3
Baden-Württemberg,2016,2016-03-13,70.4,FDP,8.3
Saarland,1955,1955-12-18,90.3,FDP,24.2
Saarland,1960,1960-12-04,79.1,FDP,13.8
Saarland,1965,1965-06-27,81.8,FDP,8.3
Saarland,1970,1970-06-14,83.1,FDP,4.4
Saarland,1975,1975-05-04,88.8,FDP,7.4
Saarland,1980,1980-04-27,85,FDP,6.9
Saarland,1985,1985-03-10,85,FDP,10
Saarland,1990,1990-01-28,83.2,FDP,5.6
Saarland,1994,1994-10-16,83.5,FDP,2.1
Saarland,1999,1999-09-05,68.7,FDP,2.6
Saarland,2004,2004-09-05,55.5,FDP,5.2
Saarland,2009,2009-08-30,67.6,FDP,9.2
Saarland,2012,2012-03-25,61.6,FDP,1.2
Saarland,2017,2017-03-26,69.7,FDP,3.3
Bund,1949,1949-08-14,78.5,FDP,11.9
Bund,1953,1953-09-06,86,FDP,9.5
Bund,1957,1957-09-15,87.8,FDP,7.7
Bund,1961,1961-09-17,87.7,FDP,12.8
Bund,1965,1965-09-19,86.8,FDP,9.5
Bund,1969,1969-09-28,86.7,FDP,5.8
Bund,1972,1972-11-19,91.1,FDP,8.4
Bund,1976,1976-10-03,90.7,FDP,7.9
Bund,1980,1980-10-05,88.6,FDP,10.6
Bund,1983,1983-03-06,89.1,FDP,7
Bund,1987,1987-01-25,84.3,FDP,9.1
Bund,1990,1990-12-02,77.8,FDP,11
Bund,1994,1994-10-16,79,FDP,6.9
Bund,1998,1998-09-27,82.2,FDP,6.2
Bund,2002,2002-09-22,79.1,FDP,7.4
Bund,2005,2005-09-18,77.7,FDP,9.8
Bund,2009,2009-09-27,70.8,FDP,14.6
Bund,2013,2013-09-22,71.5,FDP,4.8
Bund,2017,2017-09-24,76.2,FDP,10.7
Europa,1979,1979-06-10,66,FDP,6
Europa,1984,1984-06-17,57,FDP,4.8
Europa,1989,1989-06-18,62,FDP,5.6
Europa,1994,1994-06-12,60,FDP,4.1
Europa,1999,1999-06-13,45.2,FDP,3
Europa,2004,2004-06-13,43,FDP,6.1
Europa,2009,2009-06-07,43.3,FDP,11
Europa,2014,2014-05-25,48,FDP,3.4
Europa,2019,2019-05-26,61.4,FDP,5.4
Schleswig-Holstein,1947,1947-02-20,69.8,Gruene,0
Schleswig-Holstein,1950,1950-07-09,78.2,Gruene,0
Schleswig-Holstein,1954,1954-09-12,78.6,Gruene,0
Schleswig-Holstein,1958,1958-11-28,78.7,Gruene,0
Schleswig-Holstein,1962,1962-11-23,70.1,Gruene,0
Schleswig-Holstein,1967,1967-04-23,74.1,Gruene,0
Schleswig-Holstein,1971,1971-04-25,79.2,Gruene,0
Schleswig-Holstein,1975,1975-04-13,82.3,Gruene,0
Schleswig-Holstein,1979,1979-04-29,83.3,Gruene,2.4
Schleswig-Holstein,1983,1983-03-13,84.8,Gruene,3.6
Schleswig-Holstein,1987,1987-09-13,76.6,Gruene,3.9
Schleswig-Holstein,1988,1988-05-08,77.4,Gruene,2.9
Schleswig-Holstein,1992,1992-04-05,71.7,Gruene,5
Schleswig-Holstein,1996,1996-03-24,71.8,Gruene,8.1
Schleswig-Holstein,2000,2000-02-27,69.5,Gruene,6.2
Schleswig-Holstein,2005,2005-02-20,66.5,Gruene,6.2
Schleswig-Holstein,2009,2009-09-27,73.5,Gruene,12.4
Schleswig-Holstein,2012,2012-05-06,60.2,Gruene,13.2
Schleswig-Holstein,2017,2017-05-07,64.2,Gruene,12.9
Mecklenburg-Vorpommern,1990,1990-10-14,64.7,Gruene,6.4
Mecklenburg-Vorpommern,1994,1994-10-16,72.9,Gruene,3.7
Mecklenburg-Vorpommern,1998,1998-09-27,79.4,Gruene,2.7
Mecklenburg-Vorpommern,2002,2002-09-22,70.6,Gruene,2.6
Mecklenburg-Vorpommern,2006,2006-09-17,59.1,Gruene,3.4
Mecklenburg-Vorpommern,2011,2011-09-04,51.5,Gruene,8.7
Mecklenburg-Vorpommern,2016,2016-09-04,61.9,Gruene,4.8
Hamburg,1946,1946-10-13,79,Gruene,0
Hamburg,1949,1949-10-16,70.5,Gruene,0
Hamburg,1953,1953-11-01,80.9,Gruene,0
Hamburg,1957,1957-11-10,77.3,Gruene,0
Hamburg,1961,1961-11-12,72.3,Gruene,0
Hamburg,1966,1966-03-27,69.8,Gruene,0
Hamburg,1970,1970-03-22,73.4,Gruene,0
Hamburg,1974,1974-03-03,80.4,Gruene,0
Hamburg,1978,1978-06-04,76.6,Gruene,1
Hamburg,1982,1982-06-06,77.8,Gruene,7.7
Hamburg,1982,1982-12-19,84,Gruene,6.8
Hamburg,1986,1986-11-09,77.8,Gruene,10.4
Hamburg,1987,1987-05-17,79.5,Gruene,7
Hamburg,1991,1991-06-02,66.1,Gruene,7.2
Hamburg,1993,1993-09-19,69.6,Gruene,13.5
Hamburg,1997,1997-09-21,68.7,Gruene,13.9
Hamburg,2001,2001-09-23,71,Gruene,8.6
Hamburg,2004,2004-02-29,68.7,Gruene,12.3
Hamburg,2008,2008-02-24,63.5,Gruene,9.6
Hamburg,2011,2011-02-20,57.3,Gruene,11.2
Hamburg,2015,2015-02-15,56.5,Gruene,12.3
Niedersachsen,1947,1947-02-20,65.1,Gruene,0
Niedersachsen,1951,1951-05-06,75.8,Gruene,0
Niedersachsen,1955,1955-04-24,77.5,Gruene,0
Niedersachsen,1959,1959-04-19,78,Gruene,0
Niedersachsen,1963,1963-05-19,76.9,Gruene,0
Niedersachsen,1967,1967-06-04,75.8,Gruene,0
Niedersachsen,1970,1970-06-14,76.7,Gruene,0
Niedersachsen,1974,1974-06-09,84.4,Gruene,0
Niedersachsen,1978,1978-06-04,78.5,Gruene,3.9
Niedersachsen,1982,1982-03-21,77.7,Gruene,6.5
Niedersachsen,1986,1986-06-15,77.3,Gruene,7.1
Niedersachsen,1990,1990-05-13,74.6,Gruene,5.5
Niedersachsen,1994,1994-03-13,73.8,Gruene,7.4
Niedersachsen,1998,1998-03-01,73.8,Gruene,7
Niedersachsen,2003,2003-02-02,67,Gruene,7.6
Niedersachsen,2008,2008-01-27,57.1,Gruene,8
Niedersachsen,2013,2013-01-20,59.4,Gruene,13.7
Niedersachsen,2017,2017-10-15,63.1,Gruene,8.7
Bremen,1947,1947-10-12,67.8,Gruene,0
Bremen,1951,1951-10-07,83.3,Gruene,0
Bremen,1955,1955-10-09,84,Gruene,0
Bremen,1959,1959-10-11,79.2,Gruene,0
Bremen,1963,1963-09-29,76.1,Gruene,0
Bremen,1967,1967-10-01,77,Gruene,0
Bremen,1971,1971-10-10,80,Gruene,0
Bremen,1975,1975-09-28,82.2,Gruene,0
Bremen,1979,1979-10-07,78.5,Gruene,5.1
Bremen,1983,1983-09-25,79.7,Gruene,5.4
Bremen,1987,1987-09-13,75.6,Gruene,10.2
Bremen,1991,1991-09-29,72.2,Gruene,11.4
Bremen,1995,1995-05-14,68.6,Gruene,13.1
Bremen,1999,1999-06-06,60.1,Gruene,8.9
Bremen,2003,2003-05-25,61.3,Gruene,12.8
Bremen,2007,2007-05-13,57.5,Gruene,16.5
Bremen,2011,2011-05-22,55.5,Gruene,22.5
Bremen,2015,2015-05-10,50.2,Gruene,15.1
Bremen,2019,2019-05-26,64.1,Gruene,17.4
Brandenburg,1990,1990-10-14,67.1,Gruene,9.3
Brandenburg,1994,1994-09-11,56.3,Gruene,2.9
Brandenburg,1999,1999-09-05,54.3,Gruene,1.9
Brandenburg,2004,2004-09-19,56.4,Gruene,3.6
Brandenburg,2009,2009-09-27,67,Gruene,5.7
Brandenburg,2014,2014-09-14,47.9,Gruene,6.2
Brandenburg,2019,2019-09-01,61.3,Gruene,10.8
Sachsen-Anhalt,1990,1990-10-14,65.1,Gruene,5.3
Sachsen-Anhalt,1994,1994-06-26,54.8,Gruene,5.1
Sachsen-Anhalt,1998,1998-04-26,71.5,Gruene,3.2
Sachsen-Anhalt,2002,2002-04-21,56.5,Gruene,2
Sachsen-Anhalt,2006,2006-03-26,44.4,Gruene,3.6
Sachsen-Anhalt,2011,2011-03-20,51.2,Gruene,7.1
Sachsen-Anhalt,2016,2016-03-13,61.1,Gruene,5.2
Berlin,1946,1946-10-20,92.3,Gruene,0
Berlin,1948,1948-12-05,86.3,Gruene,0
Berlin,1950,1950-12-03,90.4,Gruene,0
Berlin,1954,1954-12-05,91.8,Gruene,0
Berlin,1958,1958-12-07,92.9,Gruene,0
Berlin,1963,1963-02-17,89.9,Gruene,0
Berlin,1967,1967-03-12,86.2,Gruene,0
Berlin,1971,1971-03-14,88.9,Gruene,0
Berlin,1975,1975-03-02,87.8,Gruene,0
Berlin,1979,1979-03-18,85.4,Gruene,3.7
Berlin,1981,1981-05-10,85.3,Gruene,7.2
Berlin,1985,1985-03-10,83.6,Gruene,10.6
Berlin,1989,1989-01-29,79.6,Gruene,11.8
Berlin,1990,1990-12-02,80.8,Gruene,9.3
Berlin,1995,1995-10-22,68.6,Gruene,13.2
Berlin,1999,1999-10-10,65.5,Gruene,9.9
Berlin,2001,2001-10-21,68.1,Gruene,9.1
Berlin,2006,2006-09-17,58,Gruene,13.1
Berlin,2011,2011-09-18,60.2,Gruene,17.6
Berlin,2016,2016-09-18,66.9,Gruene,15.2
Nordrhein-Westfalen,1947,1947-04-20,67.3,Gruene,0
Nordrhein-Westfalen,1950,1950-06-18,72.3,Gruene,0
Nordrhein-Westfalen,1954,1954-06-27,72.6,Gruene,0
Nordrhein-Westfalen,1958,1958-07-06,76.6,Gruene,0
Nordrhein-Westfalen,1962,1962-07-08,73.4,Gruene,0
Nordrhein-Westfalen,1966,1966-07-10,76.5,Gruene,0
Nordrhein-Westfalen,1970,1970-06-14,73.5,Gruene,0
Nordrhein-Westfalen,1975,1975-05-04,86.1,Gruene,0
Nordrhein-Westfalen,1980,1980-05-11,80,Gruene,3
Nordrhein-Westfalen,1985,1985-05-12,75.2,Gruene,4.6
Nordrhein-Westfalen,1990,1990-05-13,71.8,Gruene,5
Nordrhein-Westfalen,1995,1995-05-14,64,Gruene,10
Nordrhein-Westfalen,2000,2000-05-14,56.7,Gruene,7.1
Nordrhein-Westfalen,2005,2005-05-22,63,Gruene,6.2
Nordrhein-Westfalen,2010,2010-05-09,59.3,Gruene,12.1
Nordrhein-Westfalen,2012,2012-05-13,59.6,Gruene,11.3
Nordrhein-Westfalen,2017,2017-05-14,65.2,Gruene,6.4
Sachsen,1990,1990-10-14,72.8,Gruene,5.6
Sachsen,1994,1994-09-11,58.4,Gruene,4.1
Sachsen,1999,1999-09-19,61.1,Gruene,2.6
Sachsen,2004,2004-09-19,59.6,Gruene,5.1
Sachsen,2009,2009-08-30,52.2,Gruene,6.4
Sachsen,2014,2014-08-31,49.1,Gruene,5.7
Sachsen,2019,2019-09-01,66.6,Gruene,8.6
