Poll_ID,Date,Date_Start,Date_End,n,Parliament_ID,Institute_ID,Tasker_ID,Party_ID,Pct,Institute_Name,Parliament_Name,Tasker_Name,Party_Name,Vote_Date
1236,2019-04-08,2019-04-05,2019-04-08,2040,0,5,4,1,29,INSA,Bundestag,BILD,CDUCSU,NA
1236,2019-04-08,2019-04-05,2019-04-08,2040,0,5,4,4,19,INSA,Bundestag,BILD,Gruene,NA
1236,2019-04-08,2019-04-05,2019-04-08,2040,0,5,4,2,15.5,INSA,Bundestag,BILD,SPD,NA
1236,2019-04-08,2019-04-05,2019-04-08,2040,0,5,4,7,14,INSA,Bundestag,BILD,AfD,NA
1236,2019-04-08,2019-04-05,2019-04-08,2040,0,5,4,3,10,INSA,Bundestag,BILD,FDP,NA
1236,2019-04-08,2019-04-05,2019-04-08,2040,0,5,4,5,8.5,INSA,Bundestag,BILD,Linke,NA
1236,2019-04-08,2019-04-05,2019-04-08,2040,0,5,4,0,4,INSA,Bundestag,BILD,Sonstige,NA
1235,2019-04-06,2019-03-28,2019-04-03,2355,0,3,3,1,31,Emnid,Bundestag,BILD am Sonntag,CDUCSU,NA
1235,2019-04-06,2019-03-28,2019-04-03,2355,0,3,3,4,18,Emnid,Bundestag,BILD am Sonntag,Gruene,NA
1235,2019-04-06,2019-03-28,2019-04-03,2355,0,3,3,2,17,Emnid,Bundestag,BILD am Sonntag,SPD,NA
1235,2019-04-06,2019-03-28,2019-04-03,2355,0,3,3,7,12,Emnid,Bundestag,BILD am Sonntag,AfD,NA
1235,2019-04-06,2019-03-28,2019-04-03,2355,0,3,3,5,9,Emnid,Bundestag,BILD am Sonntag,Linke,NA
1235,2019-04-06,2019-03-28,2019-04-03,2355,0,3,3,3,8,Emnid,Bundestag,BILD am Sonntag,FDP,NA
1235,2019-04-06,2019-03-28,2019-04-03,2355,0,3,3,0,5,Emnid,Bundestag,BILD am Sonntag,Sonstige,NA
1234,2019-04-06,2019-04-01,2019-04-05,2501,0,2,63,1,29,Forsa,Bundestag,RTL / n-tv,CDUCSU,NA
1234,2019-04-06,2019-04-01,2019-04-05,2501,0,2,63,4,20,Forsa,Bundestag,RTL / n-tv,Gruene,NA
1234,2019-04-06,2019-04-01,2019-04-05,2501,0,2,63,2,16,Forsa,Bundestag,RTL / n-tv,SPD,NA
1234,2019-04-06,2019-04-01,2019-04-05,2501,0,2,63,7,12,Forsa,Bundestag,RTL / n-tv,AfD,NA
1234,2019-04-06,2019-04-01,2019-04-05,2501,0,2,63,3,10,Forsa,Bundestag,RTL / n-tv,FDP,NA
1234,2019-04-06,2019-04-01,2019-04-05,2501,0,2,63,5,8,Forsa,Bundestag,RTL / n-tv,Linke,NA
1234,2019-04-06,2019-04-01,2019-04-05,2501,0,2,63,0,5,Forsa,Bundestag,RTL / n-tv,Sonstige,NA
1233,2019-04-05,2019-03-07,2019-03-18,1028,13,5,84,1,28,INSA,Sachsen,CDU Sachsen,CDUCSU,2019-09-01
1233,2019-04-05,2019-03-07,2019-03-18,1028,13,5,84,7,25,INSA,Sachsen,CDU Sachsen,AfD,2019-09-01
1233,2019-04-05,2019-03-07,2019-03-18,1028,13,5,84,5,17,INSA,Sachsen,CDU Sachsen,Linke,2019-09-01
1233,2019-04-05,2019-03-07,2019-03-18,1028,13,5,84,2,9,INSA,Sachsen,CDU Sachsen,SPD,2019-09-01
1233,2019-04-05,2019-03-07,2019-03-18,1028,13,5,84,4,9,INSA,Sachsen,CDU Sachsen,Gruene,2019-09-01
1233,2019-04-05,2019-03-07,2019-03-18,1028,13,5,84,0,6,INSA,Sachsen,CDU Sachsen,Sonstige,2019-09-01
1233,2019-04-05,2019-03-07,2019-03-18,1028,13,5,84,3,6,INSA,Sachsen,CDU Sachsen,FDP,2019-09-01
1232,2019-04-04,2019-04-01,2019-04-03,1503,17,1,10,1,30,Infratest dimap,Europäisches Parlament,ARD-Tagesthemen,CDUCSU,2019-05-26
1232,2019-04-04,2019-04-01,2019-04-03,1503,17,1,10,4,19,Infratest dimap,Europäisches Parlament,ARD-Tagesthemen,Gruene,2019-05-26
1232,2019-04-04,2019-04-01,2019-04-03,1503,17,1,10,2,17,Infratest dimap,Europäisches Parlament,ARD-Tagesthemen,SPD,2019-05-26
1232,2019-04-04,2019-04-01,2019-04-03,1503,17,1,10,7,11,Infratest dimap,Europäisches Parlament,ARD-Tagesthemen,AfD,2019-05-26
1232,2019-04-04,2019-04-01,2019-04-03,1503,17,1,10,0,9,Infratest dimap,Europäisches Parlament,ARD-Tagesthemen,Sonstige,2019-05-26
1232,2019-04-04,2019-04-01,2019-04-03,1503,17,1,10,3,7,Infratest dimap,Europäisches Parlament,ARD-Tagesthemen,FDP,2019-05-26
1232,2019-04-04,2019-04-01,2019-04-03,1503,17,1,10,5,7,Infratest dimap,Europäisches Parlament,ARD-Tagesthemen,Linke,2019-05-26
1231,2019-04-04,2019-03-28,2019-04-03,1003,0,4,7,1,30,GMS,Bundestag,GMS,CDUCSU,NA
1231,2019-04-04,2019-03-28,2019-04-03,1003,0,4,7,4,18,GMS,Bundestag,GMS,Gruene,NA
1231,2019-04-04,2019-03-28,2019-04-03,1003,0,4,7,2,15,GMS,Bundestag,GMS,SPD,NA
1231,2019-04-04,2019-03-28,2019-04-03,1003,0,4,7,7,13,GMS,Bundestag,GMS,AfD,NA
1231,2019-04-04,2019-03-28,2019-04-03,1003,0,4,7,3,10,GMS,Bundestag,GMS,FDP,NA
1231,2019-04-04,2019-03-28,2019-04-03,1003,0,4,7,5,9,GMS,Bundestag,GMS,Linke,NA
1231,2019-04-04,2019-03-28,2019-04-03,1003,0,4,7,0,5,GMS,Bundestag,GMS,Sonstige,NA
1230,2019-04-04,2019-03-19,2019-03-28,1003,3,2,15,4,25,Forsa,Berlin,Berliner Zeitung,Gruene,NA
1230,2019-04-04,2019-03-19,2019-03-28,1003,3,2,15,5,18,Forsa,Berlin,Berliner Zeitung,Linke,NA
1230,2019-04-04,2019-03-19,2019-03-28,1003,3,2,15,1,18,Forsa,Berlin,Berliner Zeitung,CDUCSU,NA
1230,2019-04-04,2019-03-19,2019-03-28,1003,3,2,15,2,15,Forsa,Berlin,Berliner Zeitung,SPD,NA
1230,2019-04-04,2019-03-19,2019-03-28,1003,3,2,15,7,10,Forsa,Berlin,Berliner Zeitung,AfD,NA
1230,2019-04-04,2019-03-19,2019-03-28,1003,3,2,15,3,8,Forsa,Berlin,Berliner Zeitung,FDP,NA
1230,2019-04-04,2019-03-19,2019-03-28,1003,3,2,15,0,6,Forsa,Berlin,Berliner Zeitung,Sonstige,NA
1229,2019-04-04,2019-04-01,2019-04-03,1503,0,1,10,1,29,Infratest dimap,Bundestag,ARD-Tagesthemen,CDUCSU,NA
1229,2019-04-04,2019-04-01,2019-04-03,1503,0,1,10,4,20,Infratest dimap,Bundestag,ARD-Tagesthemen,Gruene,NA
1229,2019-04-04,2019-04-01,2019-04-03,1503,0,1,10,2,17,Infratest dimap,Bundestag,ARD-Tagesthemen,SPD,NA
1229,2019-04-04,2019-04-01,2019-04-03,1503,0,1,10,7,12,Infratest dimap,Bundestag,ARD-Tagesthemen,AfD,NA
1229,2019-04-04,2019-04-01,2019-04-03,1503,0,1,10,3,9,Infratest dimap,Bundestag,ARD-Tagesthemen,FDP,NA
1229,2019-04-04,2019-04-01,2019-04-03,1503,0,1,10,5,8,Infratest dimap,Bundestag,ARD-Tagesthemen,Linke,NA
1229,2019-04-04,2019-04-01,2019-04-03,1503,0,1,10,0,5,Infratest dimap,Bundestag,ARD-Tagesthemen,Sonstige,NA
1228,2019-04-02,2019-03-22,2019-04-01,1000,5,5,4,2,25,INSA,Bremen,BILD,SPD,NA
1228,2019-04-02,2019-03-22,2019-04-01,1000,5,5,4,1,25,INSA,Bremen,BILD,CDUCSU,NA
1228,2019-04-02,2019-03-22,2019-04-01,1000,5,5,4,4,19,INSA,Bremen,BILD,Gruene,NA
1228,2019-04-02,2019-03-22,2019-04-01,1000,5,5,4,5,11,INSA,Bremen,BILD,Linke,NA
1228,2019-04-02,2019-03-22,2019-04-01,1000,5,5,4,3,7,INSA,Bremen,BILD,FDP,NA
1228,2019-04-02,2019-03-22,2019-04-01,1000,5,5,4,7,7,INSA,Bremen,BILD,AfD,NA
1228,2019-04-02,2019-03-22,2019-04-01,1000,5,5,4,0,4,INSA,Bremen,BILD,Sonstige,NA
1228,2019-04-02,2019-03-22,2019-04-01,1000,5,5,4,0,2,INSA,Bremen,BILD,Sonstige,NA
1227,2019-04-01,2019-03-28,2019-04-01,4000,0,5,4,1,29.5,INSA,Bundestag,BILD,CDUCSU,NA
1227,2019-04-01,2019-03-28,2019-04-01,4000,0,5,4,4,17.5,INSA,Bundestag,BILD,Gruene,NA
1227,2019-04-01,2019-03-28,2019-04-01,4000,0,5,4,2,16.5,INSA,Bundestag,BILD,SPD,NA
1227,2019-04-01,2019-03-28,2019-04-01,4000,0,5,4,7,13.5,INSA,Bundestag,BILD,AfD,NA
1227,2019-04-01,2019-03-28,2019-04-01,4000,0,5,4,3,10,INSA,Bundestag,BILD,FDP,NA
1227,2019-04-01,2019-03-28,2019-04-01,4000,0,5,4,5,8.5,INSA,Bundestag,BILD,Linke,NA
1227,2019-04-01,2019-03-28,2019-04-01,4000,0,5,4,0,4.5,INSA,Bundestag,BILD,Sonstige,NA
1226,2019-03-30,2019-03-21,2019-03-27,2361,0,3,3,1,30,Emnid,Bundestag,BILD am Sonntag,CDUCSU,NA
1226,2019-03-30,2019-03-21,2019-03-27,2361,0,3,3,4,17,Emnid,Bundestag,BILD am Sonntag,Gruene,NA
1226,2019-03-30,2019-03-21,2019-03-27,2361,0,3,3,2,16,Emnid,Bundestag,BILD am Sonntag,SPD,NA
1226,2019-03-30,2019-03-21,2019-03-27,2361,0,3,3,7,13,Emnid,Bundestag,BILD am Sonntag,AfD,NA
1226,2019-03-30,2019-03-21,2019-03-27,2361,0,3,3,3,9,Emnid,Bundestag,BILD am Sonntag,FDP,NA
1226,2019-03-30,2019-03-21,2019-03-27,2361,0,3,3,5,9,Emnid,Bundestag,BILD am Sonntag,Linke,NA
1226,2019-03-30,2019-03-21,2019-03-27,2361,0,3,3,0,6,Emnid,Bundestag,BILD am Sonntag,Sonstige,NA
1225,2019-03-30,2019-03-25,2019-03-29,2504,0,2,63,1,28,Forsa,Bundestag,RTL / n-tv,CDUCSU,NA
1225,2019-03-30,2019-03-25,2019-03-29,2504,0,2,63,4,20,Forsa,Bundestag,RTL / n-tv,Gruene,NA
1225,2019-03-30,2019-03-25,2019-03-29,2504,0,2,63,2,16,Forsa,Bundestag,RTL / n-tv,SPD,NA
1225,2019-03-30,2019-03-25,2019-03-29,2504,0,2,63,7,12,Forsa,Bundestag,RTL / n-tv,AfD,NA
1225,2019-03-30,2019-03-25,2019-03-29,2504,0,2,63,3,10,Forsa,Bundestag,RTL / n-tv,FDP,NA
1225,2019-03-30,2019-03-25,2019-03-29,2504,0,2,63,5,8,Forsa,Bundestag,RTL / n-tv,Linke,NA
1225,2019-03-30,2019-03-25,2019-03-29,2504,0,2,63,0,6,Forsa,Bundestag,RTL / n-tv,Sonstige,NA
1280,2019-03-30,2019-03-01,2019-03-29,4515,2,16,60,1,38.1,Civey,Bayern,Augsburger Allgemeine,CDUCSU,NA
1280,2019-03-30,2019-03-01,2019-03-29,4515,2,16,60,4,20.3,Civey,Bayern,Augsburger Allgemeine,Gruene,NA
1280,2019-03-30,2019-03-01,2019-03-29,4515,2,16,60,0,10.1,Civey,Bayern,Augsburger Allgemeine,Sonstige,NA
1280,2019-03-30,2019-03-01,2019-03-29,4515,2,16,60,2,9.5,Civey,Bayern,Augsburger Allgemeine,SPD,NA
1280,2019-03-30,2019-03-01,2019-03-29,4515,2,16,60,7,8.3,Civey,Bayern,Augsburger Allgemeine,AfD,NA
1280,2019-03-30,2019-03-01,2019-03-29,4515,2,16,60,3,5.4,Civey,Bayern,Augsburger Allgemeine,FDP,NA
1280,2019-03-30,2019-03-01,2019-03-29,4515,2,16,60,0,5.1,Civey,Bayern,Augsburger Allgemeine,Sonstige,NA
1280,2019-03-30,2019-03-01,2019-03-29,4515,2,16,60,5,3.2,Civey,Bayern,Augsburger Allgemeine,Linke,NA
1224,2019-03-28,2019-03-22,2019-03-26,1633,0,13,47,1,30,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),CDUCSU,NA
1224,2019-03-28,2019-03-22,2019-03-26,1633,0,13,47,2,18,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),SPD,NA
1224,2019-03-28,2019-03-22,2019-03-26,1633,0,13,47,4,17,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),Gruene,NA
1224,2019-03-28,2019-03-22,2019-03-26,1633,0,13,47,7,12,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),AfD,NA
1224,2019-03-28,2019-03-22,2019-03-26,1633,0,13,47,3,9,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),FDP,NA
1224,2019-03-28,2019-03-22,2019-03-26,1633,0,13,47,5,9,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),Linke,NA
1224,2019-03-28,2019-03-22,2019-03-26,1633,0,13,47,0,5,YouGov,Bundestag,RedaktionsNetzwerk Deutschland (RND),Sonstige,NA
1223,2019-03-28,2019-03-20,2019-03-26,1002,1,1,25,4,32,Infratest dimap,Baden-Württemberg,SWR / Stuttgarter Zeitung,Gruene,NA
1223,2019-03-28,2019-03-20,2019-03-26,1002,1,1,25,1,28,Infratest dimap,Baden-Württemberg,SWR / Stuttgarter Zeitung,CDUCSU,NA
1223,2019-03-28,2019-03-20,2019-03-26,1002,1,1,25,2,12,Infratest dimap,Baden-Württemberg,SWR / Stuttgarter Zeitung,SPD,NA
1223,2019-03-28,2019-03-20,2019-03-26,1002,1,1,25,7,11,Infratest dimap,Baden-Württemberg,SWR / Stuttgarter Zeitung,AfD,NA
1223,2019-03-28,2019-03-20,2019-03-26,1002,1,1,25,3,9,Infratest dimap,Baden-Württemberg,SWR / Stuttgarter Zeitung,FDP,NA
1223,2019-03-28,2019-03-20,2019-03-26,1002,1,1,25,0,4,Infratest dimap,Baden-Württemberg,SWR / Stuttgarter Zeitung,Sonstige,NA
1223,2019-03-28,2019-03-20,2019-03-26,1002,1,1,25,5,4,Infratest dimap,Baden-Württemberg,SWR / Stuttgarter Zeitung,Linke,NA
1222,2019-03-28,2019-03-25,2019-03-27,1325,17,6,5,1,33,Forschungsgruppe Wahlen,Europäisches Parlament,ZDF-Politbarometer,CDUCSU,2019-05-26
1222,2019-03-28,2019-03-25,2019-03-27,1325,17,6,5,2,18,Forschungsgruppe Wahlen,Europäisches Parlament,ZDF-Politbarometer,SPD,2019-05-26
1222,2019-03-28,2019-03-25,2019-03-27,1325,17,6,5,4,18,Forschungsgruppe Wahlen,Europäisches Parlament,ZDF-Politbarometer,Gruene,2019-05-26
1222,2019-03-28,2019-03-25,2019-03-27,1325,17,6,5,7,10,Forschungsgruppe Wahlen,Europäisches Parlament,ZDF-Politbarometer,AfD,2019-05-26
1222,2019-03-28,2019-03-25,2019-03-27,1325,17,6,5,0,8,Forschungsgruppe Wahlen,Europäisches Parlament,ZDF-Politbarometer,Sonstige,2019-05-26
1222,2019-03-28,2019-03-25,2019-03-27,1325,17,6,5,3,7,Forschungsgruppe Wahlen,Europäisches Parlament,ZDF-Politbarometer,FDP,2019-05-26
1222,2019-03-28,2019-03-25,2019-03-27,1325,17,6,5,5,6,Forschungsgruppe Wahlen,Europäisches Parlament,ZDF-Politbarometer,Linke,2019-05-26
1221,2019-03-28,2019-03-25,2019-03-27,1325,0,6,5,1,30,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,CDUCSU,NA
1221,2019-03-28,2019-03-25,2019-03-27,1325,0,6,5,4,19,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,Gruene,NA
1221,2019-03-28,2019-03-25,2019-03-27,1325,0,6,5,2,15,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,SPD,NA
1221,2019-03-28,2019-03-25,2019-03-27,1325,0,6,5,7,13,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,AfD,NA
1221,2019-03-28,2019-03-25,2019-03-27,1325,0,6,5,3,9,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,FDP,NA
1221,2019-03-28,2019-03-25,2019-03-27,1325,0,6,5,5,9,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,Linke,NA
1221,2019-03-28,2019-03-25,2019-03-27,1325,0,6,5,0,5,Forschungsgruppe Wahlen,Bundestag,ZDF-Politbarometer,Sonstige,NA
1220,2019-03-27,2019-03-07,2019-03-21,1198,0,9,6,1,30,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,CDUCSU,NA
1220,2019-03-27,2019-03-07,2019-03-21,1198,0,9,6,4,19,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Gruene,NA
1220,2019-03-27,2019-03-07,2019-03-21,1198,0,9,6,2,18,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,SPD,NA
1220,2019-03-27,2019-03-07,2019-03-21,1198,0,9,6,7,12,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,AfD,NA
1220,2019-03-27,2019-03-07,2019-03-21,1198,0,9,6,3,8.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,FDP,NA
1220,2019-03-27,2019-03-07,2019-03-21,1198,0,9,6,5,8.5,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Linke,NA
1220,2019-03-27,2019-03-07,2019-03-21,1198,0,9,6,0,4,Allensbach,Bundestag,Frankfurter Allgemeine Zeitung,Sonstige,NA
1219,2019-03-26,2019-03-19,2019-03-23,1005,16,1,30,1,28,Infratest dimap,Thüringen,MDR,CDUCSU,NA
1219,2019-03-26,2019-03-19,2019-03-23,1005,16,1,30,5,24,Infratest dimap,Thüringen,MDR,Linke,NA
1219,2019-03-26,2019-03-19,2019-03-23,1005,16,1,30,7,20,Infratest dimap,Thüringen,MDR,AfD,NA
1219,2019-03-26,2019-03-19,2019-03-23,1005,16,1,30,2,11,Infratest dimap,Thüringen,MDR,SPD,NA
1219,2019-03-26,2019-03-19,2019-03-23,1005,16,1,30,4,8,Infratest dimap,Thüringen,MDR,Gruene,NA
1219,2019-03-26,2019-03-19,2019-03-23,1005,16,1,30,3,5,Infratest dimap,Thüringen,MDR,FDP,NA
1219,2019-03-26,2019-03-19,2019-03-23,1005,16,1,30,0,4,Infratest dimap,Thüringen,MDR,Sonstige,NA
1218,2019-03-26,2019-03-19,2019-03-25,1008,16,5,4,1,27,INSA,Thüringen,BILD,CDUCSU,NA
1218,2019-03-26,2019-03-19,2019-03-25,1008,16,5,4,5,24,INSA,Thüringen,BILD,Linke,NA
1218,2019-03-26,2019-03-19,2019-03-25,1008,16,5,4,7,20,INSA,Thüringen,BILD,AfD,NA
1218,2019-03-26,2019-03-19,2019-03-25,1008,16,5,4,2,10,INSA,Thüringen,BILD,SPD,NA
1218,2019-03-26,2019-03-19,2019-03-25,1008,16,5,4,4,8,INSA,Thüringen,BILD,Gruene,NA
1218,2019-03-26,2019-03-19,2019-03-25,1008,16,5,4,0,6,INSA,Thüringen,BILD,Sonstige,NA
1218,2019-03-26,2019-03-19,2019-03-25,1008,16,5,4,3,5,INSA,Thüringen,BILD,FDP,NA
1217,2019-03-26,2019-03-22,2019-03-25,2012,0,5,4,1,30.5,INSA,Bundestag,BILD,CDUCSU,NA
1217,2019-03-26,2019-03-22,2019-03-25,2012,0,5,4,4,17.5,INSA,Bundestag,BILD,Gruene,NA
1217,2019-03-26,2019-03-22,2019-03-25,2012,0,5,4,2,15.5,INSA,Bundestag,BILD,SPD,NA
1217,2019-03-26,2019-03-22,2019-03-25,2012,0,5,4,7,13.5,INSA,Bundestag,BILD,AfD,NA
1217,2019-03-26,2019-03-22,2019-03-25,2012,0,5,4,3,9,INSA,Bundestag,BILD,FDP,NA
1217,2019-03-26,2019-03-22,2019-03-25,2012,0,5,4,5,9,INSA,Bundestag,BILD,Linke,NA
1217,2019-03-26,2019-03-22,2019-03-25,2012,0,5,4,0,5,INSA,Bundestag,BILD,Sonstige,NA
1216,2019-03-23,2019-03-14,2019-03-20,1518,0,3,3,1,31,Emnid,Bundestag,BILD am Sonntag,CDUCSU,NA
1216,2019-03-23,2019-03-14,2019-03-20,1518,0,3,3,2,17,Emnid,Bundestag,BILD am Sonntag,SPD,NA
1216,2019-03-23,2019-03-14,2019-03-20,1518,0,3,3,4,17,Emnid,Bundestag,BILD am Sonntag,Gruene,NA
1216,2019-03-23,2019-03-14,2019-03-20,1518,0,3,3,7,14,Emnid,Bundestag,BILD am Sonntag,AfD,NA
1216,2019-03-23,2019-03-14,2019-03-20,1518,0,3,3,3,8,Emnid,Bundestag,BILD am Sonntag,FDP,NA
1216,2019-03-23,2019-03-14,2019-03-20,1518,0,3,3,5,8,Emnid,Bundestag,BILD am Sonntag,Linke,NA
1216,2019-03-23,2019-03-14,2019-03-20,1518,0,3,3,0,5,Emnid,Bundestag,BILD am Sonntag,Sonstige,NA
1215,2019-03-23,2019-03-18,2019-03-22,2501,0,2,63,1,30,Forsa,Bundestag,RTL / n-tv,CDUCSU,NA
1215,2019-03-23,2019-03-18,2019-03-22,2501,0,2,63,4,20,Forsa,Bundestag,RTL / n-tv,Gruene,NA
1215,2019-03-23,2019-03-18,2019-03-22,2501,0,2,63,2,16,Forsa,Bundestag,RTL / n-tv,SPD,NA
1215,2019-03-23,2019-03-18,2019-03-22,2501,0,2,63,7,11,Forsa,Bundestag,RTL / n-tv,AfD,NA
1215,2019-03-23,2019-03-18,2019-03-22,2501,0,2,63,3,9,Forsa,Bundestag,RTL / n-tv,FDP,NA
1215,2019-03-23,2019-03-18,2019-03-22,2501,0,2,63,5,8,Forsa,Bundestag,RTL / n-tv,Linke,NA
1215,2019-03-23,2019-03-18,2019-03-22,2501,0,2,63,0,6,Forsa,Bundestag,RTL / n-tv,Sonstige,NA
1214,2019-03-22,2019-03-04,2019-03-13,703,13,20,54,1,27,IM Field,Sachsen,Leipziger Volkszeitung,CDUCSU,2019-09-01
1214,2019-03-22,2019-03-04,2019-03-13,703,13,20,54,7,18,IM Field,Sachsen,Leipziger Volkszeitung,AfD,2019-09-01
1214,2019-03-22,2019-03-04,2019-03-13,703,13,20,54,5,17,IM Field,Sachsen,Leipziger Volkszeitung,Linke,2019-09-01
1214,2019-03-22,2019-03-04,2019-03-13,703,13,20,54,4,16,IM Field,Sachsen,Leipziger Volkszeitung,Gruene,2019-09-01
1214,2019-03-22,2019-03-04,2019-03-13,703,13,20,54,2,11,IM Field,Sachsen,Leipziger Volkszeitung,SPD,2019-09-01
1214,2019-03-22,2019-03-04,2019-03-13,703,13,20,54,3,5,IM Field,Sachsen,Leipziger Volkszeitung,FDP,2019-09-01
1214,2019-03-22,2019-03-04,2019-03-13,703,13,20,54,0,4,IM Field,Sachsen,Leipziger Volkszeitung,Sonstige,2019-09-01
1214,2019-03-22,2019-03-04,2019-03-13,703,13,20,54,0,2,IM Field,Sachsen,Leipziger Volkszeitung,Sonstige,2019-09-01
1213,2019-03-22,2019-03-19,2019-03-20,1041,0,1,1,1,29,Infratest dimap,Bundestag,ARD-Morgenmagazin,CDUCSU,NA
1213,2019-03-22,2019-03-19,2019-03-20,1041,0,1,1,4,19,Infratest dimap,Bundestag,ARD-Morgenmagazin,Gruene,NA
1213,2019-03-22,2019-03-19,2019-03-20,1041,0,1,1,2,18,Infratest dimap,Bundestag,ARD-Morgenmagazin,SPD,NA
1213,2019-03-22,2019-03-19,2019-03-20,1041,0,1,1,7,12,Infratest dimap,Bundestag,ARD-Morgenmagazin,AfD,NA
1213,2019-03-22,2019-03-19,2019-03-20,1041,0,1,1,3,9,Infratest dimap,Bundestag,ARD-Morgenmagazin,FDP,NA
1213,2019-03-22,2019-03-19,2019-03-20,1041,0,1,1,5,8,Infratest dimap,Bundestag,ARD-Morgenmagazin,Linke,NA
1213,2019-03-22,2019-03-19,2019-03-20,1041,0,1,1,0,5,Infratest dimap,Bundestag,ARD-Morgenmagazin,Sonstige,NA
1212,2019-03-21,2019-03-14,2019-03-18,1000,11,1,46,1,31,Infratest dimap,Rheinland-Pfalz,SWR Zur Sache Rheinland-Pfalz,CDUCSU,NA
1212,2019-03-21,2019-03-14,2019-03-18,1000,11,1,46,2,24,Infratest dimap,Rheinland-Pfalz,SWR Zur Sache Rheinland-Pfalz,SPD,NA
1212,2019-03-21,2019-03-14,2019-03-18,1000,11,1,46,4,14,Infratest dimap,Rheinland-Pfalz,SWR Zur Sache Rheinland-Pfalz,Gruene,NA
1212,2019-03-21,2019-03-14,2019-03-18,1000,11,1,46,7,11,Infratest dimap,Rheinland-Pfalz,SWR Zur Sache Rheinland-Pfalz,AfD,NA
1212,2019-03-21,2019-03-14,2019-03-18,1000,11,1,46,3,10,Infratest dimap,Rheinland-Pfalz,SWR Zur Sache Rheinland-Pfalz,FDP,NA
1212,2019-03-21,2019-03-14,2019-03-18,1000,11,1,46,5,6,Infratest dimap,Rheinland-Pfalz,SWR Zur Sache Rheinland-Pfalz,Linke,NA
1212,2019-03-21,2019-03-14,2019-03-18,1000,11,1,46,0,4,Infratest dimap,Rheinland-Pfalz,SWR Zur Sache Rheinland-Pfalz,Sonstige,NA
1211,2019-03-20,2019-01-06,2019-03-02,1069,6,18,31,2,35,Universität Hamburg,Hamburg,Universität Hamburg,SPD,NA
1211,2019-03-20,2019-01-06,2019-03-02,1069,6,18,31,4,29,Universität Hamburg,Hamburg,Universität Hamburg,Gruene,NA
1211,2019-03-20,2019-01-06,2019-03-02,1069,6,18,31,1,15,Universität Hamburg,Hamburg,Universität Hamburg,CDUCSU,NA
1211,2019-03-20,2019-01-06,2019-03-02,1069,6,18,31,5,9,Universität Hamburg,Hamburg,Universität Hamburg,Linke,NA
1211,2019-03-20,2019-01-06,2019-03-02,1069,6,18,31,3,6,Universität Hamburg,Hamburg,Universität Hamburg,FDP,NA
1211,2019-03-20,2019-01-06,2019-03-02,1069,6,18,31,7,4,Universität Hamburg,Hamburg,Universität Hamburg,AfD,NA
1211,2019-03-20,2019-01-06,2019-03-02,1069,6,18,31,0,3,Universität Hamburg,Hamburg,Universität Hamburg,Sonstige,NA
1210,2019-03-18,2019-03-15,2019-03-18,2030,0,5,4,1,29.5,INSA,Bundestag,BILD,CDUCSU,NA
1210,2019-03-18,2019-03-15,2019-03-18,2030,0,5,4,4,17.5,INSA,Bundestag,BILD,Gruene,NA
1210,2019-03-18,2019-03-15,2019-03-18,2030,0,5,4,2,16,INSA,Bundestag,BILD,SPD,NA
1210,2019-03-18,2019-03-15,2019-03-18,2030,0,5,4,7,14.5,INSA,Bundestag,BILD,AfD,NA
1210,2019-03-18,2019-03-15,2019-03-18,2030,0,5,4,3,9,INSA,Bundestag,BILD,FDP,NA
1210,2019-03-18,2019-03-15,2019-03-18,2030,0,5,4,5,9,INSA,Bundestag,BILD,Linke,NA
1210,2019-03-18,2019-03-15,2019-03-18,2030,0,5,4,0,4.5,INSA,Bundestag,BILD,Sonstige,NA
1209,2019-03-16,2019-03-07,2019-03-13,1904,0,3,3,1,31,Emnid,Bundestag,BILD am Sonntag,CDUCSU,NA
1209,2019-03-16,2019-03-07,2019-03-13,1904,0,3,3,4,17,Emnid,Bundestag,BILD am Sonntag,Gruene,NA
1209,2019-03-16,2019-03-07,2019-03-13,1904,0,3,3,2,16,Emnid,Bundestag,BILD am Sonntag,SPD,NA
1209,2019-03-16,2019-03-07,2019-03-13,1904,0,3,3,7,13,Emnid,Bundestag,BILD am Sonntag,AfD,NA
